,0
count_total,589.0
median_count,484.0
mean_count,499.97
mode_min_count,467.0
mode_max_count,512.0
mode_count_avg,487.8333333333333
mode_min_count,467.0
mode_max_count,512.0
dbscan_count_sil,517.0
HDBSCAN_count,544.0
