,subspecies,island,site_name,subject_group,image_name,subject_id,presence_absence,count_male-lek,count_male-no-lek,count_others,count_partial,count_total,quality,condition,comment,median_count,mean_count,mode_count,users,sum_annotations_count,annotations_count,dbscan_count_sil,HDBSCAN_count,eps,min_cluster_size,max_cluster_size,noise_points
435,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_279.jpg,47968991,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
436,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_282.jpg,47969001,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
437,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_283.jpg,47969004,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
438,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_284.jpg,47969006,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
439,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_285.jpg,47969008,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
440,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_286.jpg,47969011,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
441,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_288.jpg,47969016,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
442,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_289.jpg,47969019,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
443,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_290.jpg,47969021,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
444,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_293.jpg,47969029,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
445,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_294.jpg,47969031,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
446,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_301.jpg,47969038,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
447,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_304.jpg,47969046,Y,0,0,5,0,5,Bad,Hard,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
448,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_305.jpg,47969049,Y,0,1,1,0,2,Bad,Hard,0,2.0,2.4,1.0,5.0,12.0,"[1, 1, 2, 4, 4]",2.0,1.0,0.0,5.0,0,5.0
449,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_306.jpg,47969051,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
450,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_307.jpg,47969054,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
451,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_310.jpg,47969064,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
452,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_311.jpg,47969067,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
453,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_322.jpg,47969078,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
454,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_325.jpg,47969087,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
455,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_327.jpg,47969092,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
456,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_328.jpg,47969095,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
457,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_330.jpg,47969100,Y,0,1,0,0,1,Bad,Hard,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
458,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_331.jpg,47969102,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
459,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_335.jpg,47969105,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
460,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_346.jpg,47969113,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
461,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_347.jpg,47969116,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
462,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_40.jpg,47969124,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
463,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_41.jpg,47969127,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
464,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_42.jpg,47969129,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
465,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_51.jpg,47969132,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
466,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_52.jpg,47969135,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
467,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_53.jpg,47969137,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
468,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_54.jpg,47969140,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
469,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_55.jpg,47969143,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
470,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_56.jpg,47969145,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
471,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_57.jpg,47969148,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
472,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_61.jpg,47969150,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
473,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_62.jpg,47969153,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
474,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_63.jpg,47969155,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
475,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_71.jpg,47969158,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
476,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_72.jpg,47969161,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
477,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_73.jpg,47969165,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
478,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_74.jpg,47969167,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
479,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_75.jpg,47969170,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
480,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_78.jpg,47969179,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
481,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_79.jpg,47969181,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
482,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_80.jpg,47969183,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
483,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_81.jpg,47969186,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
484,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_82.jpg,47969189,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
485,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-1_83.jpg,47969193,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
