,image_name,dbscan_count,dbscan_noise,dbscan_silouette_score,dbscan_BIC_score,eps,min_samples
6,SFM01-2-2-2_278.jpg,0,10,,,0.05,8
7,SFM01-2-2-2_278.jpg,0,10,,,0.05,10
8,SFM01-2-2-2_278.jpg,1,7,,,0.1,3
9,SFM01-2-2-2_278.jpg,0,10,,,0.1,5
10,SFM01-2-2-2_278.jpg,0,10,,,0.1,8
11,SFM01-2-2-2_278.jpg,0,10,,,0.1,10
12,SFM01-2-2-2_278.jpg,1,7,,,0.2,3
13,SFM01-2-2-2_278.jpg,0,10,,,0.2,5
14,SFM01-2-2-2_278.jpg,0,10,,,0.2,8
15,SFM01-2-2-2_278.jpg,0,10,,,0.2,10
16,SFM01-2-2-2_278.jpg,1,7,,,0.3,3
17,SFM01-2-2-2_278.jpg,0,10,,,0.3,5
18,SFM01-2-2-2_278.jpg,0,10,,,0.3,8
19,SFM01-2-2-2_278.jpg,0,10,,,0.3,10
20,SFM01-2-2-2_278.jpg,1,7,,,0.4,3
21,SFM01-2-2-2_278.jpg,0,10,,,0.4,5
22,SFM01-2-2-2_278.jpg,0,10,,,0.4,8
23,SFM01-2-2-2_278.jpg,0,10,,,0.4,10
24,SFM01-2-2-2_278.jpg,1,7,,,0.5,3
25,SFM01-2-2-2_278.jpg,0,10,,,0.5,5
26,SFM01-2-2-2_278.jpg,0,10,,,0.5,8
27,SFM01-2-2-2_278.jpg,0,10,,,0.5,10
0,SFM01-2-2-2_280.jpg,0,15,,,0.01,3
1,SFM01-2-2-2_280.jpg,0,15,,,0.01,5
2,SFM01-2-2-2_280.jpg,0,15,,,0.01,8
3,SFM01-2-2-2_280.jpg,0,15,,,0.01,10
4,SFM01-2-2-2_280.jpg,1,6,,,0.05,3
5,SFM01-2-2-2_280.jpg,1,7,,,0.05,5
6,SFM01-2-2-2_280.jpg,0,15,,,0.05,8
7,SFM01-2-2-2_280.jpg,0,15,,,0.05,10
8,SFM01-2-2-2_280.jpg,1,6,,,0.1,3
9,SFM01-2-2-2_280.jpg,1,6,,,0.1,5
10,SFM01-2-2-2_280.jpg,1,6,,,0.1,8
11,SFM01-2-2-2_280.jpg,0,15,,,0.1,10
12,SFM01-2-2-2_280.jpg,1,6,,,0.2,3
13,SFM01-2-2-2_280.jpg,1,6,,,0.2,5
14,SFM01-2-2-2_280.jpg,1,6,,,0.2,8
15,SFM01-2-2-2_280.jpg,0,15,,,0.2,10
16,SFM01-2-2-2_280.jpg,1,6,,,0.3,3
17,SFM01-2-2-2_280.jpg,1,6,,,0.3,5
18,SFM01-2-2-2_280.jpg,1,6,,,0.3,8
19,SFM01-2-2-2_280.jpg,0,15,,,0.3,10
20,SFM01-2-2-2_280.jpg,2,3,0.6872226902180986,,0.4,3
21,SFM01-2-2-2_280.jpg,1,6,,,0.4,5
22,SFM01-2-2-2_280.jpg,1,6,,,0.4,8
23,SFM01-2-2-2_280.jpg,0,15,,,0.4,10
24,SFM01-2-2-2_280.jpg,2,3,0.6872226902180986,,0.5,3
25,SFM01-2-2-2_280.jpg,1,6,,,0.5,5
26,SFM01-2-2-2_280.jpg,1,6,,,0.5,8
27,SFM01-2-2-2_280.jpg,0,15,,,0.5,10
0,SFM01-2-2-2_292.jpg,4,96,-0.5420246558254381,,0.01,3
1,SFM01-2-2-2_292.jpg,0,108,,,0.01,5
2,SFM01-2-2-2_292.jpg,0,108,,,0.01,8
3,SFM01-2-2-2_292.jpg,0,108,,,0.01,10
4,SFM01-2-2-2_292.jpg,13,16,0.6275275873938582,,0.05,3
5,SFM01-2-2-2_292.jpg,9,41,0.285908473063536,,0.05,5
6,SFM01-2-2-2_292.jpg,6,58,0.07541161425028865,,0.05,8
7,SFM01-2-2-2_292.jpg,0,108,,,0.05,10
8,SFM01-2-2-2_292.jpg,13,7,0.7368557301746799,,0.1,3
9,SFM01-2-2-2_292.jpg,13,7,0.7368557301746799,,0.1,5
10,SFM01-2-2-2_292.jpg,7,43,0.3916341708001758,,0.1,8
11,SFM01-2-2-2_292.jpg,2,86,-0.025533778451484433,,0.1,10
12,SFM01-2-2-2_292.jpg,11,2,0.7261677721783072,,0.2,3
13,SFM01-2-2-2_292.jpg,10,5,0.6998640716573701,,0.2,5
14,SFM01-2-2-2_292.jpg,8,24,0.5226190397727277,,0.2,8
15,SFM01-2-2-2_292.jpg,4,58,0.17120485487874915,,0.2,10
16,SFM01-2-2-2_292.jpg,6,2,0.5930656546571448,,0.3,3
17,SFM01-2-2-2_292.jpg,6,4,0.5731938838368058,,0.3,5
18,SFM01-2-2-2_292.jpg,5,11,0.5408808105141671,,0.3,8
19,SFM01-2-2-2_292.jpg,4,19,0.4879565652984485,,0.3,10
20,SFM01-2-2-2_292.jpg,4,1,0.5705395465913129,,0.4,3
21,SFM01-2-2-2_292.jpg,4,1,0.5705395465913129,,0.4,5
22,SFM01-2-2-2_292.jpg,3,8,0.6240389960868844,,0.4,8
23,SFM01-2-2-2_292.jpg,3,8,0.6240389960868844,,0.4,10
24,SFM01-2-2-2_292.jpg,4,1,0.5705395465913129,,0.5,3
25,SFM01-2-2-2_292.jpg,4,1,0.5705395465913129,,0.5,5
26,SFM01-2-2-2_292.jpg,3,8,0.6240389960868844,,0.5,8
27,SFM01-2-2-2_292.jpg,3,8,0.6240389960868844,,0.5,10
0,SFM01-2-2-2_293.jpg,0,36,,,0.01,3
1,SFM01-2-2-2_293.jpg,0,36,,,0.01,5
2,SFM01-2-2-2_293.jpg,0,36,,,0.01,8
3,SFM01-2-2-2_293.jpg,0,36,,,0.01,10
4,SFM01-2-2-2_293.jpg,2,19,0.18866734165640067,,0.05,3
5,SFM01-2-2-2_293.jpg,1,23,,,0.05,5
6,SFM01-2-2-2_293.jpg,1,23,,,0.05,8
7,SFM01-2-2-2_293.jpg,1,24,,,0.05,10
8,SFM01-2-2-2_293.jpg,2,15,0.3660061535623912,,0.1,3
9,SFM01-2-2-2_293.jpg,1,19,,,0.1,5
10,SFM01-2-2-2_293.jpg,1,21,,,0.1,8
11,SFM01-2-2-2_293.jpg,1,21,,,0.1,10
12,SFM01-2-2-2_293.jpg,3,10,0.522684122862367,,0.2,3
13,SFM01-2-2-2_293.jpg,1,17,,,0.2,5
14,SFM01-2-2-2_293.jpg,1,17,,,0.2,8
15,SFM01-2-2-2_293.jpg,1,17,,,0.2,10
16,SFM01-2-2-2_293.jpg,3,9,0.5634415918827882,,0.3,3
17,SFM01-2-2-2_293.jpg,1,16,,,0.3,5
18,SFM01-2-2-2_293.jpg,1,16,,,0.3,8
19,SFM01-2-2-2_293.jpg,1,16,,,0.3,10
20,SFM01-2-2-2_293.jpg,3,5,0.6907998104823412,,0.4,3
21,SFM01-2-2-2_293.jpg,1,13,,,0.4,5
22,SFM01-2-2-2_293.jpg,1,13,,,0.4,8
23,SFM01-2-2-2_293.jpg,1,13,,,0.4,10
24,SFM01-2-2-2_293.jpg,3,5,0.6907998104823412,,0.5,3
25,SFM01-2-2-2_293.jpg,1,12,,,0.5,5
26,SFM01-2-2-2_293.jpg,1,12,,,0.5,8
27,SFM01-2-2-2_293.jpg,1,12,,,0.5,10
0,SFM01-2-2-2_302.jpg,0,28,,,0.01,3
1,SFM01-2-2-2_302.jpg,0,28,,,0.01,5
2,SFM01-2-2-2_302.jpg,0,28,,,0.01,8
3,SFM01-2-2-2_302.jpg,0,28,,,0.01,10
4,SFM01-2-2-2_302.jpg,2,21,-0.1725861840406538,,0.05,3
5,SFM01-2-2-2_302.jpg,0,28,,,0.05,5
6,SFM01-2-2-2_302.jpg,0,28,,,0.05,8
7,SFM01-2-2-2_302.jpg,0,28,,,0.05,10
8,SFM01-2-2-2_302.jpg,3,11,0.04569879165396584,,0.1,3
9,SFM01-2-2-2_302.jpg,2,17,-0.04022833311822071,,0.1,5
10,SFM01-2-2-2_302.jpg,0,28,,,0.1,8
11,SFM01-2-2-2_302.jpg,0,28,,,0.1,10
12,SFM01-2-2-2_302.jpg,2,5,0.6200931853928118,,0.2,3
13,SFM01-2-2-2_302.jpg,2,5,0.6200931853928118,,0.2,5
14,SFM01-2-2-2_302.jpg,1,14,,,0.2,8
15,SFM01-2-2-2_302.jpg,0,28,,,0.2,10
16,SFM01-2-2-2_302.jpg,2,4,0.6687147957610549,,0.3,3
17,SFM01-2-2-2_302.jpg,2,4,0.6687147957610549,,0.3,5
18,SFM01-2-2-2_302.jpg,1,10,,,0.3,8
19,SFM01-2-2-2_302.jpg,1,11,,,0.3,10
20,SFM01-2-2-2_302.jpg,2,4,0.6687147957610549,,0.4,3
21,SFM01-2-2-2_302.jpg,2,4,0.6687147957610549,,0.4,5
22,SFM01-2-2-2_302.jpg,1,10,,,0.4,8
23,SFM01-2-2-2_302.jpg,1,10,,,0.4,10
24,SFM01-2-2-2_302.jpg,2,4,0.6687147957610549,,0.5,3
25,SFM01-2-2-2_302.jpg,2,4,0.6687147957610549,,0.5,5
26,SFM01-2-2-2_302.jpg,1,10,,,0.5,8
27,SFM01-2-2-2_302.jpg,1,10,,,0.5,10
0,SFM01-2-2-2_305.jpg,0,18,,,0.01,3
1,SFM01-2-2-2_305.jpg,0,18,,,0.01,5
2,SFM01-2-2-2_305.jpg,0,18,,,0.01,8
3,SFM01-2-2-2_305.jpg,0,18,,,0.01,10
4,SFM01-2-2-2_305.jpg,1,6,,,0.05,3
5,SFM01-2-2-2_305.jpg,1,6,,,0.05,5
6,SFM01-2-2-2_305.jpg,1,6,,,0.05,8
7,SFM01-2-2-2_305.jpg,1,6,,,0.05,10
8,SFM01-2-2-2_305.jpg,1,3,,,0.1,3
9,SFM01-2-2-2_305.jpg,1,4,,,0.1,5
10,SFM01-2-2-2_305.jpg,1,4,,,0.1,8
11,SFM01-2-2-2_305.jpg,1,4,,,0.1,10
12,SFM01-2-2-2_305.jpg,1,3,,,0.2,3
13,SFM01-2-2-2_305.jpg,1,3,,,0.2,5
14,SFM01-2-2-2_305.jpg,1,3,,,0.2,8
15,SFM01-2-2-2_305.jpg,1,3,,,0.2,10
16,SFM01-2-2-2_305.jpg,1,3,,,0.3,3
17,SFM01-2-2-2_305.jpg,1,3,,,0.3,5
18,SFM01-2-2-2_305.jpg,1,3,,,0.3,8
19,SFM01-2-2-2_305.jpg,1,3,,,0.3,10
20,SFM01-2-2-2_305.jpg,1,3,,,0.4,3
21,SFM01-2-2-2_305.jpg,1,3,,,0.4,5
22,SFM01-2-2-2_305.jpg,1,3,,,0.4,8
23,SFM01-2-2-2_305.jpg,1,3,,,0.4,10
24,SFM01-2-2-2_305.jpg,1,3,,,0.5,3
25,SFM01-2-2-2_305.jpg,1,3,,,0.5,5
26,SFM01-2-2-2_305.jpg,1,3,,,0.5,8
27,SFM01-2-2-2_305.jpg,1,3,,,0.5,10
0,SFM01-2-2-2_308.jpg,0,12,,,0.01,3
1,SFM01-2-2-2_308.jpg,0,12,,,0.01,5
2,SFM01-2-2-2_308.jpg,0,12,,,0.01,8
3,SFM01-2-2-2_308.jpg,0,12,,,0.01,10
4,SFM01-2-2-2_308.jpg,2,6,-0.05264762811855985,,0.05,3
5,SFM01-2-2-2_308.jpg,0,12,,,0.05,5
6,SFM01-2-2-2_308.jpg,0,12,,,0.05,8
7,SFM01-2-2-2_308.jpg,0,12,,,0.05,10
8,SFM01-2-2-2_308.jpg,1,3,,,0.1,3
9,SFM01-2-2-2_308.jpg,1,3,,,0.1,5
10,SFM01-2-2-2_308.jpg,1,4,,,0.1,8
11,SFM01-2-2-2_308.jpg,0,12,,,0.1,10
12,SFM01-2-2-2_308.jpg,1,2,,,0.2,3
13,SFM01-2-2-2_308.jpg,1,2,,,0.2,5
14,SFM01-2-2-2_308.jpg,1,2,,,0.2,8
15,SFM01-2-2-2_308.jpg,1,2,,,0.2,10
16,SFM01-2-2-2_308.jpg,1,1,,,0.3,3
17,SFM01-2-2-2_308.jpg,1,1,,,0.3,5
18,SFM01-2-2-2_308.jpg,1,1,,,0.3,8
19,SFM01-2-2-2_308.jpg,1,1,,,0.3,10
20,SFM01-2-2-2_308.jpg,1,1,,,0.4,3
21,SFM01-2-2-2_308.jpg,1,1,,,0.4,5
22,SFM01-2-2-2_308.jpg,1,1,,,0.4,8
23,SFM01-2-2-2_308.jpg,1,1,,,0.4,10
24,SFM01-2-2-2_308.jpg,1,1,,,0.5,3
25,SFM01-2-2-2_308.jpg,1,1,,,0.5,5
26,SFM01-2-2-2_308.jpg,1,1,,,0.5,8
27,SFM01-2-2-2_308.jpg,1,1,,,0.5,10
0,SFM01-2-2-2_320.jpg,1,24,,,0.01,3
1,SFM01-2-2-2_320.jpg,0,29,,,0.01,5
2,SFM01-2-2-2_320.jpg,0,29,,,0.01,8
3,SFM01-2-2-2_320.jpg,0,29,,,0.01,10
4,SFM01-2-2-2_320.jpg,2,10,0.3936728807357617,,0.05,3
5,SFM01-2-2-2_320.jpg,2,11,0.3258762192302605,,0.05,5
6,SFM01-2-2-2_320.jpg,1,18,,,0.05,8
7,SFM01-2-2-2_320.jpg,1,18,,,0.05,10
8,SFM01-2-2-2_320.jpg,2,6,0.6370878419203655,,0.1,3
9,SFM01-2-2-2_320.jpg,2,6,0.6370878419203655,,0.1,5
10,SFM01-2-2-2_320.jpg,2,7,0.5757758144740788,,0.1,8
11,SFM01-2-2-2_320.jpg,1,17,,,0.1,10
12,SFM01-2-2-2_320.jpg,2,4,0.7603919018106433,,0.2,3
13,SFM01-2-2-2_320.jpg,2,4,0.7603919018106433,,0.2,5
14,SFM01-2-2-2_320.jpg,2,4,0.7603919018106433,,0.2,8
15,SFM01-2-2-2_320.jpg,2,4,0.7603919018106433,,0.2,10
16,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.3,3
17,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.3,5
18,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.3,8
19,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.3,10
20,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.4,3
21,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.4,5
22,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.4,8
23,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.4,10
24,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.5,3
25,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.5,5
26,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.5,8
27,SFM01-2-2-2_320.jpg,2,3,0.8119456831269064,,0.5,10
0,SFM01-2-2-2_321.jpg,0,12,,,0.01,3
1,SFM01-2-2-2_321.jpg,0,12,,,0.01,5
2,SFM01-2-2-2_321.jpg,0,12,,,0.01,8
3,SFM01-2-2-2_321.jpg,0,12,,,0.01,10
4,SFM01-2-2-2_321.jpg,1,8,,,0.05,3
5,SFM01-2-2-2_321.jpg,0,12,,,0.05,5
6,SFM01-2-2-2_321.jpg,0,12,,,0.05,8
7,SFM01-2-2-2_321.jpg,0,12,,,0.05,10
8,SFM01-2-2-2_321.jpg,1,8,,,0.1,3
9,SFM01-2-2-2_321.jpg,0,12,,,0.1,5
10,SFM01-2-2-2_321.jpg,0,12,,,0.1,8
11,SFM01-2-2-2_321.jpg,0,12,,,0.1,10
12,SFM01-2-2-2_321.jpg,2,4,0.4540617760970059,,0.2,3
13,SFM01-2-2-2_321.jpg,1,7,,,0.2,5
14,SFM01-2-2-2_321.jpg,0,12,,,0.2,8
15,SFM01-2-2-2_321.jpg,0,12,,,0.2,10
16,SFM01-2-2-2_321.jpg,2,3,0.5207117175513717,,0.3,3
17,SFM01-2-2-2_321.jpg,1,7,,,0.3,5
18,SFM01-2-2-2_321.jpg,0,12,,,0.3,8
19,SFM01-2-2-2_321.jpg,0,12,,,0.3,10
20,SFM01-2-2-2_321.jpg,2,2,0.6196834268774732,,0.4,3
21,SFM01-2-2-2_321.jpg,1,7,,,0.4,5
22,SFM01-2-2-2_321.jpg,0,12,,,0.4,8
23,SFM01-2-2-2_321.jpg,0,12,,,0.4,10
24,SFM01-2-2-2_321.jpg,2,1,0.8110554743623247,,0.5,3
25,SFM01-2-2-2_321.jpg,2,1,0.8110554743623247,,0.5,5
26,SFM01-2-2-2_321.jpg,0,12,,,0.5,8
27,SFM01-2-2-2_321.jpg,0,12,,,0.5,10
0,SFM01-2-2-2_325.jpg,2,50,-0.2567586125726398,,0.01,3
1,SFM01-2-2-2_325.jpg,0,60,,,0.01,5
2,SFM01-2-2-2_325.jpg,0,60,,,0.01,8
3,SFM01-2-2-2_325.jpg,0,60,,,0.01,10
4,SFM01-2-2-2_325.jpg,5,11,0.6118977090819818,,0.05,3
5,SFM01-2-2-2_325.jpg,4,16,0.49661088025748307,,0.05,5
6,SFM01-2-2-2_325.jpg,2,28,0.5255120283448519,,0.05,8
7,SFM01-2-2-2_325.jpg,2,28,0.5255120283448519,,0.05,10
8,SFM01-2-2-2_325.jpg,6,5,0.7398830618016942,,0.1,3
9,SFM01-2-2-2_325.jpg,5,9,0.6743035019902602,,0.1,5
10,SFM01-2-2-2_325.jpg,2,24,0.6771262276196236,,0.1,8
11,SFM01-2-2-2_325.jpg,2,24,0.6771262276196236,,0.1,10
12,SFM01-2-2-2_325.jpg,4,2,0.8585204102114571,,0.2,3
13,SFM01-2-2-2_325.jpg,4,2,0.8585204102114571,,0.2,5
14,SFM01-2-2-2_325.jpg,3,12,0.6118394549645173,,0.2,8
15,SFM01-2-2-2_325.jpg,3,12,0.6118394549645173,,0.2,10
16,SFM01-2-2-2_325.jpg,4,2,0.8585204102114571,,0.3,3
17,SFM01-2-2-2_325.jpg,4,2,0.8585204102114571,,0.3,5
18,SFM01-2-2-2_325.jpg,3,7,0.7880925776191927,,0.3,8
19,SFM01-2-2-2_325.jpg,3,7,0.7880925776191927,,0.3,10
20,SFM01-2-2-2_325.jpg,4,1,0.9034009625277204,,0.4,3
21,SFM01-2-2-2_325.jpg,4,1,0.9034009625277204,,0.4,5
22,SFM01-2-2-2_325.jpg,3,6,0.8924049800130747,,0.4,8
23,SFM01-2-2-2_325.jpg,3,6,0.8924049800130747,,0.4,10
24,SFM01-2-2-2_325.jpg,3,1,0.8460616300517678,,0.5,3
25,SFM01-2-2-2_325.jpg,3,1,0.8460616300517678,,0.5,5
26,SFM01-2-2-2_325.jpg,3,1,0.8460616300517678,,0.5,8
27,SFM01-2-2-2_325.jpg,3,1,0.8460616300517678,,0.5,10
0,SFM01-2-2-2_328.jpg,0,12,,,0.01,3
1,SFM01-2-2-2_328.jpg,0,12,,,0.01,5
2,SFM01-2-2-2_328.jpg,0,12,,,0.01,8
3,SFM01-2-2-2_328.jpg,0,12,,,0.01,10
4,SFM01-2-2-2_328.jpg,0,12,,,0.05,3
5,SFM01-2-2-2_328.jpg,0,12,,,0.05,5
6,SFM01-2-2-2_328.jpg,0,12,,,0.05,8
7,SFM01-2-2-2_328.jpg,0,12,,,0.05,10
8,SFM01-2-2-2_328.jpg,1,8,,,0.1,3
9,SFM01-2-2-2_328.jpg,0,12,,,0.1,5
10,SFM01-2-2-2_328.jpg,0,12,,,0.1,8
11,SFM01-2-2-2_328.jpg,0,12,,,0.1,10
12,SFM01-2-2-2_328.jpg,1,2,,,0.2,3
13,SFM01-2-2-2_328.jpg,1,3,,,0.2,5
14,SFM01-2-2-2_328.jpg,0,12,,,0.2,8
15,SFM01-2-2-2_328.jpg,0,12,,,0.2,10
16,SFM01-2-2-2_328.jpg,1,2,,,0.3,3
17,SFM01-2-2-2_328.jpg,1,3,,,0.3,5
18,SFM01-2-2-2_328.jpg,1,4,,,0.3,8
19,SFM01-2-2-2_328.jpg,0,12,,,0.3,10
20,SFM01-2-2-2_328.jpg,1,1,,,0.4,3
21,SFM01-2-2-2_328.jpg,1,1,,,0.4,5
22,SFM01-2-2-2_328.jpg,1,1,,,0.4,8
23,SFM01-2-2-2_328.jpg,0,12,,,0.4,10
24,SFM01-2-2-2_328.jpg,1,1,,,0.5,3
25,SFM01-2-2-2_328.jpg,1,1,,,0.5,5
26,SFM01-2-2-2_328.jpg,1,1,,,0.5,8
27,SFM01-2-2-2_328.jpg,1,2,,,0.5,10
0,SFM01-2-2-2_329.jpg,0,19,,,0.01,3
1,SFM01-2-2-2_329.jpg,0,19,,,0.01,5
2,SFM01-2-2-2_329.jpg,0,19,,,0.01,8
3,SFM01-2-2-2_329.jpg,0,19,,,0.01,10
4,SFM01-2-2-2_329.jpg,1,15,,,0.05,3
5,SFM01-2-2-2_329.jpg,0,19,,,0.05,5
6,SFM01-2-2-2_329.jpg,0,19,,,0.05,8
7,SFM01-2-2-2_329.jpg,0,19,,,0.05,10
8,SFM01-2-2-2_329.jpg,1,10,,,0.1,3
9,SFM01-2-2-2_329.jpg,1,10,,,0.1,5
10,SFM01-2-2-2_329.jpg,0,19,,,0.1,8
11,SFM01-2-2-2_329.jpg,0,19,,,0.1,10
12,SFM01-2-2-2_329.jpg,2,5,0.10050053251965214,,0.2,3
13,SFM01-2-2-2_329.jpg,1,9,,,0.2,5
14,SFM01-2-2-2_329.jpg,1,10,,,0.2,8
15,SFM01-2-2-2_329.jpg,0,19,,,0.2,10
16,SFM01-2-2-2_329.jpg,2,4,0.17460613694853558,,0.3,3
17,SFM01-2-2-2_329.jpg,1,7,,,0.3,5
18,SFM01-2-2-2_329.jpg,1,8,,,0.3,8
19,SFM01-2-2-2_329.jpg,1,8,,,0.3,10
20,SFM01-2-2-2_329.jpg,1,3,,,0.4,3
21,SFM01-2-2-2_329.jpg,1,6,,,0.4,5
22,SFM01-2-2-2_329.jpg,1,6,,,0.4,8
23,SFM01-2-2-2_329.jpg,1,6,,,0.4,10
24,SFM01-2-2-2_329.jpg,1,3,,,0.5,3
25,SFM01-2-2-2_329.jpg,1,3,,,0.5,5
26,SFM01-2-2-2_329.jpg,1,4,,,0.5,8
27,SFM01-2-2-2_329.jpg,1,5,,,0.5,10
0,SFM01-2-2-2_331.jpg,0,10,,,0.01,3
1,SFM01-2-2-2_331.jpg,0,10,,,0.01,5
2,SFM01-2-2-2_331.jpg,0,10,,,0.01,8
3,SFM01-2-2-2_331.jpg,0,10,,,0.01,10
4,SFM01-2-2-2_331.jpg,1,6,,,0.05,3
5,SFM01-2-2-2_331.jpg,0,10,,,0.05,5
6,SFM01-2-2-2_331.jpg,0,10,,,0.05,8
7,SFM01-2-2-2_331.jpg,0,10,,,0.05,10
8,SFM01-2-2-2_331.jpg,1,6,,,0.1,3
9,SFM01-2-2-2_331.jpg,0,10,,,0.1,5
10,SFM01-2-2-2_331.jpg,0,10,,,0.1,8
11,SFM01-2-2-2_331.jpg,0,10,,,0.1,10
12,SFM01-2-2-2_331.jpg,2,2,0.5826024255091862,,0.2,3
13,SFM01-2-2-2_331.jpg,1,5,,,0.2,5
14,SFM01-2-2-2_331.jpg,0,10,,,0.2,8
15,SFM01-2-2-2_331.jpg,0,10,,,0.2,10
16,SFM01-2-2-2_331.jpg,2,2,0.5826024255091862,,0.3,3
17,SFM01-2-2-2_331.jpg,1,5,,,0.3,5
18,SFM01-2-2-2_331.jpg,0,10,,,0.3,8
19,SFM01-2-2-2_331.jpg,0,10,,,0.3,10
20,SFM01-2-2-2_331.jpg,2,2,0.5826024255091862,,0.4,3
21,SFM01-2-2-2_331.jpg,1,5,,,0.4,5
22,SFM01-2-2-2_331.jpg,0,10,,,0.4,8
23,SFM01-2-2-2_331.jpg,0,10,,,0.4,10
24,SFM01-2-2-2_331.jpg,2,1,0.7430586484479516,,0.5,3
25,SFM01-2-2-2_331.jpg,1,5,,,0.5,5
26,SFM01-2-2-2_331.jpg,0,10,,,0.5,8
27,SFM01-2-2-2_331.jpg,0,10,,,0.5,10
0,SFM01-2-2-2_333.jpg,0,87,,,0.01,3
1,SFM01-2-2-2_333.jpg,0,87,,,0.01,5
2,SFM01-2-2-2_333.jpg,0,87,,,0.01,8
3,SFM01-2-2-2_333.jpg,0,87,,,0.01,10
4,SFM01-2-2-2_333.jpg,5,62,-0.25972993714868814,,0.05,3
5,SFM01-2-2-2_333.jpg,2,77,-0.22726135898088895,,0.05,5
6,SFM01-2-2-2_333.jpg,0,87,,,0.05,8
7,SFM01-2-2-2_333.jpg,0,87,,,0.05,10
8,SFM01-2-2-2_333.jpg,10,21,0.4608197525288693,,0.1,3
9,SFM01-2-2-2_333.jpg,7,33,0.3697790702655196,,0.1,5
10,SFM01-2-2-2_333.jpg,2,65,0.2058571282991504,,0.1,8
11,SFM01-2-2-2_333.jpg,1,75,,,0.1,10
12,SFM01-2-2-2_333.jpg,10,12,0.6039321136799124,,0.2,3
13,SFM01-2-2-2_333.jpg,10,12,0.6039321136799124,,0.2,5
14,SFM01-2-2-2_333.jpg,4,45,0.3759929447115451,,0.2,8
15,SFM01-2-2-2_333.jpg,2,61,0.12129498259406658,,0.2,10
16,SFM01-2-2-2_333.jpg,9,12,0.5828089511920366,,0.3,3
17,SFM01-2-2-2_333.jpg,9,12,0.5828089511920366,,0.3,5
18,SFM01-2-2-2_333.jpg,3,45,0.3717135696081817,,0.3,8
19,SFM01-2-2-2_333.jpg,3,50,0.2645870299526689,,0.3,10
20,SFM01-2-2-2_333.jpg,9,7,0.5857921930833769,,0.4,3
21,SFM01-2-2-2_333.jpg,8,10,0.5447061861419715,,0.4,5
22,SFM01-2-2-2_333.jpg,3,45,0.3717135696081817,,0.4,8
23,SFM01-2-2-2_333.jpg,3,45,0.3717135696081817,,0.4,10
24,SFM01-2-2-2_333.jpg,5,7,0.5339517835072463,,0.5,3
25,SFM01-2-2-2_333.jpg,5,7,0.5339517835072463,,0.5,5
26,SFM01-2-2-2_333.jpg,4,23,0.41508121395401754,,0.5,8
27,SFM01-2-2-2_333.jpg,4,28,0.37366559490257023,,0.5,10
0,SFM01-2-2-2_344.jpg,1,74,,,0.01,3
1,SFM01-2-2-2_344.jpg,0,77,,,0.01,5
2,SFM01-2-2-2_344.jpg,0,77,,,0.01,8
3,SFM01-2-2-2_344.jpg,0,77,,,0.01,10
4,SFM01-2-2-2_344.jpg,7,45,-0.06641284869925736,,0.05,3
5,SFM01-2-2-2_344.jpg,2,66,-0.25796081066721716,,0.05,5
6,SFM01-2-2-2_344.jpg,0,77,,,0.05,8
7,SFM01-2-2-2_344.jpg,0,77,,,0.05,10
8,SFM01-2-2-2_344.jpg,9,26,0.237280981450693,,0.1,3
9,SFM01-2-2-2_344.jpg,6,36,0.27162276530463725,,0.1,5
10,SFM01-2-2-2_344.jpg,1,69,,,0.1,8
11,SFM01-2-2-2_344.jpg,0,77,,,0.1,10
12,SFM01-2-2-2_344.jpg,9,10,0.5725834169483152,,0.2,3
13,SFM01-2-2-2_344.jpg,8,13,0.5590387236709992,,0.2,5
14,SFM01-2-2-2_344.jpg,6,25,0.4888649761626531,,0.2,8
15,SFM01-2-2-2_344.jpg,0,77,,,0.2,10
16,SFM01-2-2-2_344.jpg,7,9,0.4085329019300093,,0.3,3
17,SFM01-2-2-2_344.jpg,6,13,0.3743927844781915,,0.3,5
18,SFM01-2-2-2_344.jpg,4,25,0.32548495610885725,,0.3,8
19,SFM01-2-2-2_344.jpg,1,54,,,0.3,10
20,SFM01-2-2-2_344.jpg,7,5,0.4789876033204926,,0.4,3
21,SFM01-2-2-2_344.jpg,6,9,0.4682157620759024,,0.4,5
22,SFM01-2-2-2_344.jpg,5,14,0.47213366733693946,,0.4,8
23,SFM01-2-2-2_344.jpg,2,38,0.19500341274284652,,0.4,10
24,SFM01-2-2-2_344.jpg,5,4,0.5735524345751335,,0.5,3
25,SFM01-2-2-2_344.jpg,5,4,0.5735524345751335,,0.5,5
26,SFM01-2-2-2_344.jpg,3,14,0.575879692556249,,0.5,8
