,image_name_x,subject_id,Median0s,Mean0s,Max0s,Std0s,Median.r,Mean.r,Mode0s,subspecies,island,site_name,subject_group,image_name_y,presence_absence,count_male-lek,count_male-no-lek,count_others,count_partial,count_total,quality,condition,comment
62,SFM01-2-2-3_184.jpg,47970207,2.5,3.375,12,2.986078811,3,3,2,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_184.jpg,Y,0,3,0,0,3,Good,Visible,
63,SFM01-2-2-3_191.jpg,47970216,8.0,9.666666667,18,5.522680509,8,10,6,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_191.jpg,Y,0,0,5,0,5,Good,Visible,
64,SFM01-2-2-3_193.jpg,47970220,2.0,2.25,5,1.215431087,2,2,2,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_193.jpg,Y,0,1,2,0,3,Good,Visible,
65,SFM01-2-2-3_194.jpg,47970222,18.0,15.46153846,32,8.87520314,18,15,22,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_194.jpg,Y,1,0,13,0,14,Good,Visible,One iguana that only Andres sees; consensus: 2 iguanas seen by Andrea and Andres
66,SFM01-2-2-3_201.jpg,47970227,12.0,14.72727273,36,13.19917353,12,15,2,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_201.jpg,Y,1,1,13,0,15,Bad,Visible,Three iguanas only Andres sees; consensus: 15 iguanas seen by Andrea and Andres
67,SFM01-2-2-3_213.jpg,47970238,1.0,3.2,22,5.37454317,1,3,1,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_213.jpg,Y,0,1,12,0,13,Bad,Hard,Andres and Andrea coincide in all
68,SFM01-2-2-3_230.jpg,47970260,1.0,1.375,2,0.51754917,1,1,1,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_230.jpg,Y,0,1,0,0,1,Good,Visible,
69,SFM01-2-2-3_231.jpg,47970262,6.0,6.166666667,12,3.010084062,6,6,6,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_231.jpg,Y,1,0,3,0,4,Good,Visible,
70,SFM01-2-2-3_237.jpg,47970266,1.0,1.375,2,0.5,1,1,1,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_237.jpg,Y,0,1,0,0,1,Good,Visible,
71,SFM01-2-2-3_252.jpg,47970270,8.0,7.142857143,12,3.804758925,8,7,10,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_252.jpg,Y,1,0,4,0,5,Good,Visible,
72,SFM01-2-2-3_253.jpg,47970273,14.0,15.14285714,20,3.625307869,14,15,18,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_253.jpg,Y,0,0,8,0,8,Good,Visible,
73,SFM01-2-2-3_254.jpg,47970275,1.0,3.375,18,5.926634796,1,3,1,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_254.jpg,Y,0,1,0,0,1,Good,Visible,
74,SFM01-2-2-3_256.jpg,47970279,1.0,1.166666667,2,0.40824829,1,1,1,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_256.jpg,Y,0,1,0,0,1,Good,Visible,
75,SFM01-2-2-3_257.jpg,47970281,9.0,9.4,16,6.542170894,9,9,16,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-2-2-3_257.jpg,Y,1,0,4,0,5,Good,Hard,
76,SFM01-extra_114.jpg,47970403,1.0,1.0,1,,1,1,1,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-extra_114.jpg,Y,0,1,0,0,1,Good,Hard,
77,SFM01-extra_115.jpg,47970405,2.0,1.6,2,0.547722558,2,2,2,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-extra_115.jpg,Y,0,1,0,0,1,Good,Visible,
78,SFM01-extra_98.jpg,47970563,1.0,1.0,1,0.0,1,1,1,A. c. trillmichi,Santa Fe,El Miedo,SFM1,SFM01-extra_98.jpg,Y,0,1,0,0,1,Good,Visible,
79,SRL01-1-1_112.jpg,47978925,1.0,1.2,2,0.421637021,1,1,1,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-1-1_112.jpg,Y,0,1,0,0,1,Good,Visible,
80,SRL01-1-1_130.jpg,47978993,4.0,3.705882353,5,0.985184366,4,4,4,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-1-1_130.jpg,Y,0,2,1,0,3,Good,Visible,
81,SRL01-1-1_167.jpg,47979161,2.0,1.666666667,2,0.577350269,2,2,2,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-1-1_167.jpg,N,0,0,0,0,0,,,
82,SRL01-1-2_175.jpg,47979592,2.0,2.333333333,3,0.6172134,2,2,2,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-1-2_175.jpg,Y,0,1,1,0,2,Good,Visible,
83,SRL01-1-2_193.jpg,47979651,1.0,1.0,1,0.0,1,1,1,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-1-2_193.jpg,Y,0,1,0,0,1,Good,Visible,
84,SRL01-2-2_18.jpg,48025990,1.0,1.0,1,0.0,1,1,1,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_18.jpg,Y,0,1,0,0,1,Good,Visible,
85,SRL01-2-2_47.jpg,48026500,5.5,5.25,10,2.604940361,6,5,6,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_47.jpg,Y,1,0,3,0,4,Good,Visible,
86,SRL01-2-2_54.jpg,48026608,6.0,5.705882353,7,1.263165957,6,6,6,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_54.jpg,Y,1,0,3,0,4,Good,Visible,
87,SRL01-2-2_55.jpg,48026629,1.0,1.0,1,0.0,1,1,1,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_55.jpg,Y,0,1,0,0,1,Good,Visible,
88,SRL01-2-2_57.jpg,47980071,1.0,1.083333333,2,0.288675135,1,1,1,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_57.jpg,Y,0,1,0,0,1,Good,Visible,
89,SRL01-2-2_60.jpg,47980090,5.0,5.928571429,13,3.540193078,5,6,5,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_60.jpg,Y,1,0,7,0,8,Good,Visible,
90,SRL01-2-2_61.jpg,47980099,1.0,1.076923077,2,0.277350098,1,1,1,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_61.jpg,Y,0,1,0,0,1,Good,Visible,
91,SRL01-2-2_62.jpg,48026645,2.0,2.333333333,6,1.345185418,2,2,3,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_62.jpg,Y,1,0,2,0,3,Good,Visible,
92,SRL01-2-2_73.jpg,47980157,1.0,1.105263158,3,0.458831468,1,1,1,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_73.jpg,Y,0,1,0,0,1,Good,Visible,
93,SRL01-2-2_84.jpg,47980222,1.0,1.0,1,0.0,1,1,1,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL01-2-2_84.jpg,Y,0,1,0,0,1,Good,Visible,
94,SRL02-1_33.jpg,48026817,1.0,1.222222222,3,0.666666667,1,1,1,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL02-1_33.jpg,Y,0,1,0,0,1,Good,Visible,
95,SRL03-3_62.jpg,48027975,2.0,3.0,6,1.414213562,2,3,2,A. c. mertensi,San Cristobal,Loberia,SRL1,SRL03-3_62.jpg,Y,0,0,3,0,3,Good,Visible,
96,SRPB01-1-2_84.jpg,47984354,1.5,1.5,2,0.707106781,2,2,2,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB01-1-2_84.jpg,N,0,0,0,0,0,,,
97,SRPB01-2-1_218.jpg,47984737,1.0,1.0,1,,1,1,1,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB01-2-1_218.jpg,N,0,0,0,0,0,,,
98,SRPB01-2-1_274.jpg,47984976,2.0,1.875,3,0.5,2,2,2,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB01-2-1_274.jpg,Y,0,1,1,0,2,Good,Hard,
99,SRPB01-2-1_434.jpg,47985494,1.0,1.0,1,,1,1,1,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB01-2-1_434.jpg,N,0,0,0,0,0,,,
100,SRPB01-2-2_122.jpg,47985686,4.0,3.6875,4,0.704154339,4,4,4,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB01-2-2_122.jpg,Y,0,2,1,0,3,Good,Visible,
101,SRPB01-2-2_229.jpg,47985844,2.0,2.071428571,4,0.615727926,2,2,2,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB01-2-2_229.jpg,Y,0,0,1,0,1,Good,Visible,
102,SRPB02-2-1_67.jpg,47987920,2.0,1.636363636,2,0.504524979,2,2,2,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB02-2-1_67.jpg,Y,0,1,0,0,1,Good,Visible,
103,SRPB02-2-2_143.jpg,47988474,6.0,4.888888889,6,1.536590743,6,5,6,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB02-2-2_143.jpg,Y,1,0,3,0,4,Bad,Visible,
104,SRPB02-2-2_153.jpg,47988580,2.0,1.7,2,0.483045892,2,2,2,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB02-2-2_153.jpg,Y,0,1,0,0,1,Good,Visible,
105,SRPB02-2-2_161.jpg,47988636,1.0,1.4,2,0.516397779,1,1,1,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB02-2-2_161.jpg,Y,0,1,0,0,1,Good,Visible,
106,SRPB02-2-3_157.jpg,47989826,1.5,2.0,4,1.414213562,2,2,1,A. c. godzilla,San Cristobal,Playa Blanca (Punta Pitt),SRPB1,SRPB02-2-3_157.jpg,Y,0,0,1,0,1,Bad,Hard,
