subject_id,data.no,data.yes
78922047,30.0,1.0
78922048,31.0,0.0
78922049,30.0,1.0
78922050,31.0,0.0
78922051,29.0,2.0
78922052,26.0,0.0
78922053,31.0,0.0
78922054,22.0,0.0
78922055,21.0,0.0
78922056,21.0,0.0
78922057,31.0,0.0
78922058,31.0,0.0
78922059,30.0,1.0
78922060,30.0,1.0
78922061,30.0,1.0
78922062,30.0,1.0
78922063,30.0,1.0
78922064,31.0,0.0
78922065,30.0,1.0
78922066,27.0,1.0
78922067,31.0,0.0
78922068,29.0,2.0
78922069,30.0,1.0
78922070,26.0,1.0
78922071,31.0,0.0
78922072,29.0,2.0
78922073,29.0,2.0
78922074,24.0,0.0
78922075,23.0,1.0
78922076,29.0,2.0
78922077,18.0,13.0
78922078,28.0,3.0
78922079,30.0,1.0
78922080,25.0,0.0
78922081,25.0,6.0
78922082,30.0,1.0
78922083,24.0,7.0
78922084,2.0,29.0
78922085,31.0,1.0
78922086,30.0,1.0
78922087,30.0,1.0
78922088,29.0,2.0
78922089,29.0,2.0
78922090,31.0,0.0
78922091,31.0,0.0
78922092,18.0,13.0
78922093,24.0,7.0
78922094,31.0,0.0
78922095,17.0,0.0
78922096,29.0,2.0
78922097,30.0,1.0
78922098,27.0,0.0
78922099,30.0,1.0
78922100,30.0,1.0
78922101,29.0,2.0
78922102,24.0,1.0
78922103,30.0,1.0
78922104,31.0,0.0
78922105,31.0,0.0
78922106,30.0,1.0
78922107,30.0,1.0
78922108,29.0,2.0
78922109,30.0,1.0
78922110,30.0,1.0
78922111,30.0,1.0
78922112,30.0,1.0
78922113,31.0,0.0
78922114,31.0,0.0
78922115,30.0,1.0
78922116,31.0,0.0
78922117,29.0,2.0
78922118,31.0,0.0
78922119,31.0,0.0
78922120,31.0,0.0
78922121,31.0,0.0
78922122,31.0,0.0
78922123,24.0,0.0
78922124,31.0,0.0
78922125,31.0,0.0
78922126,22.0,2.0
78922127,25.0,1.0
78922128,29.0,2.0
78922129,31.0,0.0
78922130,19.0,0.0
78922131,31.0,0.0
78922132,30.0,1.0
78922133,31.0,0.0
78922134,31.0,0.0
78922135,30.0,1.0
78922136,31.0,0.0
78922137,31.0,0.0
78922138,31.0,0.0
78922139,30.0,1.0
78922140,31.0,0.0
78922141,29.0,2.0
78922142,22.0,0.0
78922143,29.0,2.0
78922144,25.0,0.0
78922145,30.0,1.0
78922146,24.0,1.0
78922147,30.0,1.0
78922148,31.0,0.0
78922149,31.0,0.0
78922150,31.0,0.0
78922151,29.0,2.0
78922152,30.0,1.0
78922153,30.0,1.0
78922154,31.0,0.0
78922155,30.0,1.0
78922156,21.0,0.0
78922157,32.0,0.0
78922158,30.0,1.0
78922159,30.0,1.0
78922160,31.0,0.0
78922161,28.0,3.0
78922162,31.0,0.0
78922163,20.0,1.0
78922164,25.0,2.0
78922165,30.0,1.0
78922166,22.0,1.0
78922167,30.0,1.0
78922168,30.0,1.0
78922169,30.0,1.0
78922170,31.0,0.0
78922171,31.0,0.0
78922172,29.0,2.0
78922173,30.0,1.0
78922174,21.0,1.0
78922175,29.0,2.0
78922176,27.0,1.0
78922177,30.0,1.0
78922178,29.0,2.0
78922179,31.0,0.0
78922180,30.0,1.0
78922181,30.0,1.0
78922182,31.0,0.0
78922183,30.0,1.0
78922184,28.0,2.0
78922185,30.0,1.0
78922186,26.0,0.0
78922187,3.0,28.0
78922188,21.0,1.0
78922189,30.0,1.0
78922190,31.0,0.0
78922191,31.0,0.0
78922192,31.0,0.0
78922193,24.0,0.0
78922194,22.0,0.0
78922195,31.0,0.0
78922196,31.0,0.0
78922197,30.0,1.0
78922198,31.0,0.0
78922199,26.0,5.0
78922200,16.0,0.0
78922201,24.0,0.0
78922202,29.0,2.0
78922203,30.0,1.0
78922204,31.0,0.0
78922205,31.0,0.0
78922206,31.0,0.0
78922207,30.0,1.0
78922208,30.0,1.0
78922209,29.0,2.0
78922210,30.0,1.0
78922211,28.0,0.0
78922212,24.0,0.0
78922213,31.0,0.0
78922214,31.0,0.0
78922215,31.0,0.0
78922216,30.0,1.0
78922217,30.0,1.0
78922218,31.0,0.0
78922219,31.0,0.0
78922220,31.0,0.0
78922221,31.0,0.0
78922222,25.0,1.0
78922223,19.0,0.0
78922224,31.0,0.0
78922225,29.0,2.0
78922226,31.0,0.0
78922227,31.0,0.0
78922228,30.0,1.0
78922229,31.0,0.0
78922230,31.0,0.0
78922231,28.0,3.0
78922232,28.0,3.0
78922233,30.0,1.0
78922234,31.0,0.0
78922235,30.0,1.0
78922236,26.0,1.0
78922237,31.0,0.0
78922238,30.0,1.0
78922239,31.0,0.0
78922240,31.0,0.0
78922241,31.0,1.0
78922242,30.0,1.0
78922243,31.0,0.0
78922244,21.0,0.0
78922245,30.0,1.0
78922246,31.0,0.0
78922247,29.0,2.0
78922248,30.0,1.0
78922249,30.0,1.0
78922250,29.0,2.0
78922251,29.0,2.0
78922252,30.0,1.0
78922253,31.0,0.0
78922254,23.0,0.0
78922255,30.0,1.0
78922256,31.0,0.0
78922257,31.0,0.0
78922258,30.0,1.0
78922259,31.0,0.0
78922260,30.0,1.0
78922261,19.0,1.0
78922262,29.0,2.0
78922263,31.0,0.0
78922264,31.0,0.0
78922265,29.0,2.0
78922266,22.0,1.0
78922267,29.0,2.0
78922268,31.0,0.0
78922269,28.0,3.0
78922270,31.0,0.0
78922271,30.0,1.0
78922272,30.0,1.0
78922273,19.0,2.0
78922274,25.0,0.0
78922275,29.0,2.0
78922276,30.0,1.0
78922277,29.0,2.0
78922278,29.0,2.0
78922279,30.0,1.0
78922280,21.0,1.0
78922281,31.0,0.0
78922282,31.0,0.0
78922283,29.0,2.0
78922284,30.0,1.0
78922285,30.0,1.0
78922286,14.0,17.0
78922287,24.0,1.0
78922288,23.0,2.0
78922289,30.0,1.0
78922290,30.0,1.0
78922291,27.0,0.0
78922292,30.0,1.0
78922293,31.0,0.0
78922294,31.0,0.0
78922295,30.0,1.0
78922296,31.0,0.0
78922297,31.0,0.0
78922298,31.0,0.0
78922299,30.0,1.0
78922300,16.0,4.0
78922301,31.0,0.0
78922302,31.0,0.0
78922303,31.0,1.0
78922304,31.0,0.0
78922305,31.0,0.0
78922306,31.0,0.0
78922307,30.0,1.0
78922308,29.0,2.0
78922309,31.0,0.0
78922310,30.0,1.0
78922311,31.0,0.0
78922312,31.0,0.0
78922313,31.0,0.0
78922314,29.0,2.0
78922315,31.0,0.0
78922316,17.0,9.0
78922317,30.0,1.0
78922318,30.0,1.0
78922319,26.0,1.0
78922320,31.0,0.0
78922321,28.0,3.0
78922322,22.0,0.0
78922323,30.0,1.0
78922324,5.0,26.0
78922325,22.0,0.0
78922326,31.0,0.0
78922327,31.0,0.0
78922328,23.0,0.0
78922329,30.0,1.0
78922330,30.0,1.0
78922331,31.0,0.0
78922332,19.0,0.0
78922333,30.0,1.0
78922334,23.0,0.0
78922335,31.0,0.0
78922336,31.0,0.0
78922337,22.0,0.0
78922338,25.0,1.0
78922339,30.0,1.0
78922340,30.0,1.0
78922341,31.0,0.0
78922342,30.0,1.0
78922343,31.0,0.0
78922344,31.0,0.0
78922345,26.0,0.0
78922346,26.0,0.0
78922347,24.0,0.0
78922348,29.0,2.0
78922349,30.0,1.0
78922350,31.0,0.0
78922351,30.0,1.0
78922352,30.0,1.0
78922353,31.0,0.0
78922354,29.0,2.0
78922355,18.0,2.0
78922356,27.0,4.0
78922357,31.0,0.0
78922358,25.0,1.0
78922359,29.0,2.0
78922360,22.0,0.0
78922361,30.0,1.0
78922362,25.0,1.0
78922363,23.0,1.0
78922364,26.0,0.0
78922365,31.0,0.0
78922366,29.0,2.0
78922367,19.0,0.0
78922368,31.0,0.0
78922369,28.0,0.0
78922370,30.0,1.0
78922371,29.0,2.0
78922372,31.0,0.0
78922373,26.0,1.0
78922374,26.0,5.0
78922375,31.0,0.0
78922376,27.0,0.0
78922377,31.0,0.0
78922378,31.0,0.0
78922379,31.0,0.0
78922380,31.0,0.0
78922381,31.0,0.0
78922382,30.0,1.0
78922383,31.0,0.0
78922384,29.0,2.0
78922385,30.0,1.0
78922386,27.0,0.0
78922387,29.0,2.0
78922388,31.0,0.0
78922389,30.0,1.0
78922390,31.0,0.0
78922391,20.0,1.0
78922392,27.0,0.0
78922393,30.0,1.0
78922394,30.0,1.0
78922395,31.0,0.0
78922396,29.0,2.0
78922397,31.0,0.0
78922398,30.0,1.0
78922399,29.0,2.0
78922400,31.0,0.0
78922401,31.0,0.0
78922402,30.0,1.0
78922403,21.0,0.0
78922404,31.0,0.0
78922405,30.0,1.0
78922406,31.0,0.0
78922407,30.0,1.0
78922408,31.0,0.0
78922409,31.0,0.0
78922410,31.0,0.0
78922411,31.0,0.0
78922412,31.0,0.0
78922413,30.0,1.0
78922414,21.0,1.0
78922415,30.0,1.0
78922416,31.0,0.0
78922417,31.0,0.0
78922418,31.0,0.0
78922419,22.0,0.0
78922420,30.0,1.0
78922421,30.0,1.0
78922422,29.0,2.0
78922423,31.0,0.0
78922424,30.0,1.0
78922425,31.0,0.0
78922426,20.0,1.0
78922427,30.0,1.0
78922428,31.0,0.0
78922429,20.0,11.0
78922430,30.0,1.0
78922431,31.0,0.0
78922432,31.0,0.0
78922433,21.0,10.0
78922434,31.0,0.0
78922435,31.0,0.0
78922436,31.0,0.0
78922437,30.0,1.0
78922438,31.0,0.0
78922439,31.0,0.0
78922440,30.0,1.0
78922441,29.0,2.0
78922442,25.0,1.0
78922443,29.0,2.0
78922444,33.0,0.0
78922445,31.0,0.0
78922446,25.0,0.0
78922447,31.0,0.0
78922448,31.0,0.0
78922449,30.0,1.0
78922450,27.0,0.0
78922451,30.0,1.0
78922452,28.0,3.0
78922453,31.0,0.0
78922454,30.0,1.0
78922455,17.0,0.0
78922456,29.0,2.0
78922457,30.0,1.0
78922458,29.0,2.0
78922459,31.0,2.0
78922460,30.0,1.0
78922461,30.0,1.0
78922462,30.0,1.0
78922463,30.0,1.0
78922464,31.0,0.0
78922465,31.0,1.0
78922466,31.0,0.0
78922467,30.0,1.0
78922468,32.0,0.0
78922469,29.0,2.0
78922470,30.0,1.0
78922471,28.0,3.0
78922472,32.0,0.0
78922473,23.0,1.0
78922474,25.0,1.0
78922475,31.0,0.0
78922476,31.0,0.0
78922477,31.0,0.0
78922478,30.0,1.0
78922479,26.0,0.0
78922480,23.0,0.0
78922481,30.0,1.0
78922482,30.0,1.0
78922483,31.0,0.0
78922484,29.0,2.0
78922485,23.0,0.0
78922486,31.0,0.0
78922487,30.0,1.0
78922488,30.0,1.0
78922489,30.0,1.0
78922490,27.0,4.0
78922491,18.0,2.0
78922492,6.0,25.0
78922493,31.0,0.0
78922494,31.0,0.0
78922495,31.0,0.0
78922496,31.0,0.0
78922497,30.0,1.0
78922498,31.0,0.0
78922499,31.0,0.0
78922500,31.0,0.0
78922501,29.0,2.0
78922502,31.0,0.0
78922503,29.0,2.0
78922504,30.0,1.0
78922505,29.0,2.0
78922506,30.0,1.0
78922507,30.0,1.0
78922508,31.0,0.0
78922509,30.0,1.0
78922510,31.0,0.0
78922511,29.0,2.0
78922512,31.0,0.0
78922513,31.0,0.0
78922514,31.0,0.0
78922515,28.0,3.0
78922516,20.0,0.0
78922517,30.0,1.0
78922518,30.0,1.0
78922519,31.0,0.0
78922520,30.0,1.0
78922521,31.0,0.0
78922522,30.0,1.0
78922523,31.0,0.0
78922524,20.0,11.0
78922525,31.0,0.0
78922526,3.0,28.0
78922527,20.0,1.0
78922528,31.0,0.0
78922529,31.0,0.0
78922530,31.0,0.0
78922531,22.0,0.0
78922532,31.0,0.0
78922533,29.0,2.0
78922534,29.0,2.0
78922535,30.0,1.0
78922536,31.0,0.0
78922537,24.0,0.0
78922538,27.0,0.0
78922539,33.0,0.0
78922540,31.0,0.0
78922541,29.0,2.0
78922542,31.0,0.0
78922543,22.0,1.0
78922544,28.0,3.0
78922545,30.0,1.0
78922546,30.0,1.0
78922547,29.0,0.0
78922548,30.0,1.0
78922549,31.0,0.0
78922550,31.0,0.0
78922551,30.0,1.0
78922552,31.0,0.0
78922553,24.0,0.0
78922554,31.0,0.0
78922555,24.0,1.0
78922556,31.0,0.0
78922557,31.0,0.0
78922558,30.0,1.0
78922559,30.0,1.0
78922560,23.0,0.0
78922561,29.0,2.0
78922562,31.0,0.0
78922563,30.0,1.0
78922564,31.0,0.0
78922565,29.0,2.0
78922566,30.0,1.0
78922567,31.0,0.0
78922568,31.0,0.0
78922569,30.0,1.0
78922570,29.0,2.0
78922571,30.0,1.0
78922572,21.0,2.0
78922573,31.0,0.0
78922574,31.0,0.0
78922575,31.0,0.0
78922576,31.0,0.0
78922577,44.0,0.0
78922578,37.0,1.0
78922579,44.0,0.0
78922580,44.0,0.0
78922581,45.0,0.0
78922582,43.0,0.0
78922583,46.0,1.0
78922584,44.0,0.0
78922585,44.0,0.0
78922586,40.0,2.0
78922587,44.0,2.0
78922588,36.0,0.0
78922589,39.0,1.0
78922590,27.0,3.0
78922591,40.0,0.0
78922592,40.0,1.0
78922593,37.0,1.0
78922594,42.0,0.0
78922595,44.0,0.0
78922596,42.0,1.0
78922597,41.0,0.0
78922598,43.0,0.0
78922599,37.0,0.0
78922600,32.0,0.0
78922601,28.0,2.0
78922602,38.0,0.0
78922603,38.0,1.0
78922604,23.0,0.0
78922605,38.0,4.0
78922606,40.0,2.0
78922607,36.0,1.0
78922608,41.0,1.0
78922609,43.0,0.0
78922610,44.0,0.0
78922611,26.0,0.0
78922612,51.0,0.0
78922613,37.0,0.0
78922614,41.0,0.0
78922615,41.0,0.0
78922616,41.0,0.0
78922617,26.0,0.0
78922618,37.0,1.0
78922619,47.0,2.0
78922620,45.0,0.0
78922621,44.0,0.0
78922622,42.0,1.0
78922623,41.0,1.0
78922624,44.0,2.0
78922625,17.0,29.0
78922626,34.0,1.0
78922627,26.0,0.0
78922628,38.0,1.0
78922629,43.0,1.0
78922630,45.0,0.0
78922631,40.0,0.0
78922632,43.0,0.0
78922633,36.0,2.0
78922634,43.0,0.0
78922635,33.0,0.0
78922636,40.0,2.0
78922637,36.0,1.0
78922638,30.0,0.0
78922639,42.0,1.0
78922640,41.0,0.0
78922641,25.0,0.0
78922642,39.0,1.0
78922643,43.0,2.0
78922644,25.0,1.0
78922645,39.0,1.0
78922646,31.0,0.0
78922647,38.0,2.0
78922648,42.0,2.0
78922649,43.0,0.0
78922650,40.0,1.0
78922651,42.0,2.0
78922652,23.0,0.0
78922653,41.0,1.0
78922654,42.0,1.0
78922655,39.0,0.0
78922656,39.0,0.0
78922657,45.0,0.0
78922658,39.0,0.0
78922659,44.0,1.0
78922660,41.0,2.0
78922661,46.0,0.0
78922662,38.0,2.0
78922663,41.0,0.0
78922664,37.0,1.0
78922665,38.0,0.0
78922666,38.0,2.0
78922667,40.0,0.0
78922668,39.0,1.0
78922669,45.0,2.0
78922670,40.0,0.0
78922671,39.0,1.0
78922672,44.0,0.0
78922673,35.0,0.0
78922674,41.0,1.0
78922675,37.0,1.0
78922676,39.0,1.0
78923825,24.0,7.0
78923826,31.0,0.0
78923827,31.0,0.0
78923828,31.0,0.0
78923829,31.0,0.0
78923830,30.0,1.0
78923831,31.0,0.0
78923832,22.0,1.0
78923833,31.0,0.0
78923834,31.0,0.0
78923835,31.0,0.0
78923836,29.0,2.0
78923837,25.0,0.0
78923838,30.0,1.0
78923839,30.0,1.0
78923840,28.0,3.0
78923841,30.0,1.0
78923842,30.0,1.0
78923843,31.0,0.0
78923844,24.0,0.0
78923845,27.0,0.0
78923846,29.0,2.0
78923847,31.0,0.0
78923848,30.0,1.0
78923849,31.0,0.0
78923850,31.0,0.0
78923851,30.0,1.0
78923852,31.0,0.0
78923853,24.0,7.0
78923854,30.0,1.0
78923855,31.0,0.0
78923856,30.0,1.0
78923857,22.0,0.0
78923858,30.0,1.0
78923859,24.0,0.0
78923860,31.0,0.0
78923861,21.0,0.0
78923862,27.0,4.0
78923863,30.0,1.0
78923864,31.0,0.0
78923865,31.0,0.0
78923866,30.0,1.0
78923867,31.0,0.0
78923868,28.0,3.0
78923869,31.0,0.0
78923870,25.0,0.0
78923871,31.0,0.0
78923872,31.0,0.0
78923873,23.0,0.0
78923874,31.0,0.0
78923875,30.0,1.0
78923876,21.0,0.0
78923877,24.0,1.0
78923878,28.0,3.0
78923879,18.0,2.0
78923880,30.0,1.0
78923881,26.0,1.0
78923882,31.0,0.0
78923883,18.0,1.0
78923884,30.0,1.0
78923885,31.0,0.0
78923886,31.0,0.0
78923887,30.0,1.0
78923888,30.0,1.0
78923889,31.0,0.0
78923890,31.0,0.0
78923891,31.0,0.0
78923892,25.0,0.0
78923893,30.0,1.0
78923894,29.0,2.0
78923895,31.0,0.0
78923896,30.0,1.0
78923897,30.0,1.0
78923898,25.0,0.0
78923899,30.0,1.0
78923900,29.0,2.0
78923901,31.0,0.0
78923902,31.0,0.0
78923903,30.0,1.0
78923904,27.0,4.0
78923905,31.0,0.0
78923906,31.0,0.0
78923907,25.0,1.0
78923908,31.0,0.0
78923909,31.0,0.0
78923910,31.0,0.0
78923911,29.0,2.0
78923912,19.0,2.0
78923913,25.0,0.0
78923914,31.0,0.0
78923915,31.0,0.0
78923916,30.0,1.0
78923917,23.0,0.0
78923918,31.0,0.0
78923919,30.0,1.0
78923920,30.0,1.0
78923921,30.0,1.0
78923922,30.0,1.0
78923923,31.0,0.0
78923924,31.0,0.0
78923925,30.0,1.0
78923926,28.0,3.0
78923927,30.0,1.0
78923928,31.0,0.0
78923929,31.0,0.0
78923930,30.0,1.0
78923931,22.0,0.0
78923932,31.0,0.0
78923933,28.0,3.0
78923934,31.0,0.0
78923935,29.0,2.0
78923936,31.0,0.0
78923937,31.0,0.0
78923938,29.0,2.0
78923939,31.0,0.0
78923940,26.0,0.0
78923941,31.0,0.0
78923942,21.0,0.0
78923943,28.0,3.0
78923944,23.0,0.0
78923945,29.0,2.0
78923946,29.0,2.0
78923947,29.0,2.0
78923948,30.0,1.0
78923949,31.0,0.0
78923950,30.0,1.0
78923951,29.0,2.0
78923952,30.0,1.0
78923953,31.0,0.0
78923954,30.0,1.0
78923955,24.0,1.0
78923956,31.0,0.0
78923957,31.0,0.0
78923958,30.0,1.0
78923959,31.0,0.0
78923960,30.0,1.0
78923961,29.0,2.0
78923962,31.0,0.0
78923963,30.0,1.0
78923964,29.0,2.0
78923965,25.0,6.0
78923966,25.0,6.0
78923967,31.0,0.0
78923968,21.0,1.0
78923969,31.0,0.0
78923970,28.0,3.0
78923971,30.0,1.0
78923972,20.0,0.0
78923973,31.0,0.0
78923974,30.0,1.0
78923975,23.0,1.0
78923976,31.0,0.0
78923977,31.0,0.0
78923978,31.0,0.0
78923979,31.0,0.0
78923980,19.0,0.0
78923981,30.0,1.0
78923982,24.0,1.0
78923983,31.0,1.0
78923984,31.0,0.0
78923985,30.0,1.0
78923986,31.0,0.0
78923987,31.0,0.0
78923988,29.0,2.0
78923989,31.0,0.0
78923990,29.0,2.0
78923991,30.0,1.0
78923992,30.0,1.0
78923993,26.0,5.0
78923994,30.0,1.0
78923995,31.0,0.0
78923996,29.0,2.0
78923997,21.0,1.0
78923998,31.0,0.0
78923999,31.0,0.0
78924000,30.0,1.0
78924001,29.0,2.0
78924002,25.0,6.0
78924003,31.0,0.0
78924004,26.0,1.0
78924005,30.0,1.0
78924006,31.0,0.0
78924007,31.0,0.0
78924008,26.0,0.0
78924009,30.0,1.0
78924010,26.0,3.0
78924011,31.0,0.0
78924012,31.0,0.0
78924013,31.0,0.0
78924014,31.0,0.0
78924015,29.0,2.0
78924016,29.0,2.0
78924017,31.0,0.0
78924018,22.0,0.0
78924019,24.0,0.0
78924020,30.0,1.0
78924021,29.0,2.0
78924022,21.0,0.0
78924023,30.0,1.0
78924024,28.0,3.0
78924025,30.0,1.0
78924026,31.0,0.0
78924027,31.0,0.0
78924028,31.0,0.0
78924029,31.0,0.0
78924030,29.0,2.0
78924031,31.0,0.0
78924032,18.0,11.0
78924033,30.0,1.0
78924034,30.0,1.0
78924035,31.0,0.0
78924036,30.0,1.0
78924037,31.0,0.0
78924038,31.0,0.0
78924039,29.0,2.0
78924040,31.0,0.0
78924041,31.0,0.0
78924042,30.0,1.0
78924043,22.0,2.0
78924044,31.0,0.0
78924045,31.0,0.0
78924046,29.0,2.0
78924047,23.0,8.0
78924048,30.0,1.0
78924049,29.0,2.0
78924050,29.0,2.0
78924051,31.0,0.0
78924052,30.0,1.0
78924053,30.0,1.0
78924054,29.0,2.0
78924055,30.0,1.0
78924056,30.0,1.0
78924057,31.0,0.0
78924058,30.0,1.0
78924059,28.0,0.0
78924060,31.0,0.0
78924061,29.0,2.0
78924062,31.0,0.0
78924063,30.0,1.0
78924064,11.0,20.0
78924065,31.0,0.0
78924066,31.0,0.0
78924067,17.0,14.0
78924068,31.0,0.0
78924069,25.0,0.0
78924070,31.0,0.0
78924071,31.0,0.0
78924072,29.0,3.0
78924073,22.0,9.0
78924074,13.0,18.0
78924075,29.0,2.0
78924076,25.0,6.0
78924077,25.0,0.0
78924078,31.0,0.0
78924079,31.0,0.0
78924080,31.0,0.0
78924081,29.0,2.0
78924082,24.0,1.0
78924083,30.0,1.0
78924084,29.0,2.0
78924085,24.0,0.0
78924086,31.0,0.0
78924087,30.0,1.0
78924088,30.0,1.0
78924089,22.0,9.0
78924090,17.0,8.0
78924091,29.0,2.0
78924092,32.0,0.0
78924093,31.0,0.0
78924094,22.0,0.0
78924095,31.0,0.0
78924096,29.0,2.0
78924097,31.0,0.0
78924098,31.0,0.0
78924099,19.0,1.0
78924100,29.0,2.0
78924101,31.0,0.0
78924102,30.0,1.0
78924103,28.0,3.0
78924104,28.0,3.0
78924105,29.0,2.0
78924106,20.0,0.0
78924107,31.0,0.0
78924108,29.0,2.0
78924109,31.0,0.0
78924110,31.0,0.0
78924111,31.0,0.0
78924112,31.0,0.0
78924113,31.0,0.0
78924114,31.0,0.0
78924115,30.0,1.0
78924116,31.0,0.0
78924117,19.0,1.0
78924118,28.0,3.0
78924119,30.0,1.0
78924120,31.0,0.0
78924121,30.0,1.0
78924122,30.0,1.0
78924123,31.0,0.0
78924124,27.0,4.0
78924125,25.0,6.0
78924126,23.0,1.0
78924127,20.0,11.0
78924128,22.0,0.0
78924129,31.0,0.0
78924130,20.0,1.0
78924131,31.0,0.0
78924132,29.0,2.0
78924133,29.0,2.0
78924134,30.0,1.0
78924135,27.0,1.0
78924136,25.0,1.0
78924137,27.0,1.0
78924138,31.0,0.0
78924139,25.0,0.0
78924140,30.0,1.0
78924141,22.0,0.0
78924142,25.0,0.0
78924143,31.0,0.0
78924144,30.0,1.0
78924145,30.0,1.0
78924146,31.0,0.0
78924147,30.0,1.0
78924148,30.0,1.0
78924149,23.0,4.0
78924150,30.0,1.0
78924151,31.0,0.0
78924152,31.0,0.0
78924153,24.0,0.0
78924154,30.0,1.0
78924155,30.0,1.0
78924156,31.0,0.0
78924157,30.0,1.0
78924158,31.0,0.0
78924159,26.0,1.0
