,0
count_total,331.0
median_count,236.0
mean_count,256.87
mode_min_count,188.0
mode_max_count,245.0
mode_count_avg,217.33333333333334
mode_min_count,188.0
mode_max_count,245.0
dbscan_count_sil,222.0
HDBSCAN_count,218.0
