,site_name,subject_group,image_name,subject_id,count_total,median_count,mean_count,mode_min_count,mode_max_count,mode_count,mode_count_avg,users,sum_annotations_count,annotations_count,dbscan_count_sil,HDBSCAN_count,eps,min_cluster_size,max_cluster_size,noise_points
54,El Miedo,SFM1,SFM01-1-1_148.jpg,47967947,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
55,El Miedo,SFM1,SFM01-1-1_149.jpg,47967949,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
56,El Miedo,SFM1,SFM01-1-1_150.jpg,47967951,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
57,El Miedo,SFM1,SFM01-1-1_151.jpg,47967953,0,4.0,4.0,4.0,4.0,[4],4.0,1.0,4.0,[4],0.0,0.0,0.0,0.0,0.0,0.0
58,El Miedo,SFM1,SFM01-1-1_152.jpg,47967955,0,1.0,1.0,1.0,1.0,[1],1.0,1.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0
59,El Miedo,SFM1,SFM01-1-1_153.jpg,47967957,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
60,El Miedo,SFM1,SFM01-1-1_154.jpg,47967959,1,1.0,1.0,1.0,1.0,[1],1.0,11.0,11.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,0.0,5.0,0.0,6.0
61,El Miedo,SFM1,SFM01-1-1_155.jpg,47967961,4,5.0,5.25,4.0,4.0,[4],4.0,4.0,21.0,"[4, 4, 6, 7]",3.0,1.0,0.0,5.0,0.0,16.0
62,El Miedo,SFM1,SFM01-1-1_156.jpg,47967963,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
63,El Miedo,SFM1,SFM01-1-1_157.jpg,47967965,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
64,El Miedo,SFM1,SFM01-1-1_158.jpg,47967967,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
65,El Miedo,SFM1,SFM01-1-1_159.jpg,47967969,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
66,El Miedo,SFM1,SFM01-1-1_160.jpg,47967971,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
67,El Miedo,SFM1,SFM01-1-1_162.jpg,47967973,0,8.0,8.0,8.0,8.0,[8],8.0,1.0,8.0,[8],0.0,1.0,0.0,5.0,0.0,2.0
68,El Miedo,SFM1,SFM01-1-1_163.jpg,47967975,1,1.0,1.0,1.0,1.0,[1],1.0,6.0,6.0,"[1, 1, 1, 1, 1, 1]",0.0,1.0,0.0,5.0,0.0,1.0
69,El Miedo,SFM1,SFM01-1-1_164.jpg,47967978,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
70,El Miedo,SFM1,SFM01-1-1_165.jpg,47967979,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
71,El Miedo,SFM1,SFM01-1-1_166.jpg,47967981,0,1.0,1.0,1.0,1.0,[1],1.0,1.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0
72,El Miedo,SFM1,SFM01-1-1_167.jpg,47967983,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
73,El Miedo,SFM1,SFM01-1-1_168.jpg,47967985,0,1.0,1.0,1.0,1.0,[1],1.0,1.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0
74,El Miedo,SFM1,SFM01-1-1_169.jpg,47967988,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
75,El Miedo,SFM1,SFM01-1-1_170.jpg,47967990,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
76,El Miedo,SFM1,SFM01-1-1_171.jpg,47967992,0,4.0,4.0,4.0,4.0,[4],4.0,1.0,4.0,[4],0.0,0.0,0.0,0.0,0.0,0.0
77,El Miedo,SFM1,SFM01-1-1_172.jpg,47967994,0,2.0,2.0,2.0,2.0,[2],2.0,1.0,2.0,[2],0.0,0.0,0.0,0.0,0.0,0.0
78,El Miedo,SFM1,SFM01-1-1_173.jpg,47967996,0,8.0,8.0,8.0,8.0,[8],8.0,1.0,8.0,[8],0.0,1.0,0.0,5.0,0.0,3.0
79,El Miedo,SFM1,SFM01-1-1_174.jpg,47967998,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
80,El Miedo,SFM1,SFM01-1-1_175.jpg,47968000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
81,El Miedo,SFM1,SFM01-1-1_178.jpg,47968002,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
82,El Miedo,SFM1,SFM01-1-1_179.jpg,47968004,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
83,El Miedo,SFM1,SFM01-1-1_180.jpg,47968007,0,1.0,1.0,1.0,1.0,[1],1.0,1.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0
84,El Miedo,SFM1,SFM01-1-1_182.jpg,47968009,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
85,El Miedo,SFM1,SFM01-1-1_183.jpg,47968011,0,3.0,3.0,3.0,3.0,[3],3.0,1.0,3.0,[3],0.0,0.0,0.0,0.0,0.0,0.0
86,El Miedo,SFM1,SFM01-1-1_184.jpg,47968013,1,1.0,1.2,1.0,1.0,[1],1.0,5.0,6.0,"[1, 1, 1, 1, 2]",1.0,1.0,0.0,5.0,0.0,1.0
87,El Miedo,SFM1,SFM01-1-1_185.jpg,47968015,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
88,El Miedo,SFM1,SFM01-1-1_186.jpg,47968017,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
89,El Miedo,SFM1,SFM01-1-1_187.jpg,47968019,0,4.5,4.5,3.0,6.0,"[3, 6]",4.5,2.0,9.0,"[3, 6]",1.0,1.0,0.0,5.0,0.0,4.0
90,El Miedo,SFM1,SFM01-1-1_188.jpg,47968021,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
91,El Miedo,SFM1,SFM01-1-1_190.jpg,47968025,0,1.0,1.33,1.0,1.0,[1],1.0,3.0,4.0,"[1, 1, 2]",0.0,0.0,0.0,0.0,0.0,0.0
92,El Miedo,SFM1,SFM01-1-1_191.jpg,47968027,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
93,El Miedo,SFM1,SFM01-1-1_192.jpg,47968029,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
94,El Miedo,SFM1,SFM01-1-1_193.jpg,47968031,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
95,El Miedo,SFM1,SFM01-1-1_194.jpg,47968033,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
96,El Miedo,SFM1,SFM01-1-1_195.jpg,47968035,0,2.0,2.0,1.0,3.0,"[1, 3]",2.0,2.0,4.0,"[1, 3]",0.0,0.0,0.0,0.0,0.0,0.0
97,El Miedo,SFM1,SFM01-1-1_198.jpg,47968036,0,1.0,1.0,1.0,1.0,[1],1.0,1.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0
98,El Miedo,SFM1,SFM01-1-1_199.jpg,47968038,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
99,El Miedo,SFM1,SFM01-1-1_200.jpg,47968040,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
100,El Miedo,SFM1,SFM01-1-1_202.jpg,47968042,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
101,El Miedo,SFM1,SFM01-1-1_203.jpg,47968044,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
102,El Miedo,SFM1,SFM01-1-1_204.jpg,47968046,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
103,El Miedo,SFM1,SFM01-1-1_205.jpg,47968048,0,8.0,8.0,8.0,8.0,[8],8.0,1.0,8.0,[8],1.0,1.0,0.0,5.0,0.0,3.0
104,El Miedo,SFM1,SFM01-1-1_206.jpg,47968050,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
105,El Miedo,SFM1,SFM01-1-1_207.jpg,47968052,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
106,El Miedo,SFM1,SFM01-1-1_208.jpg,47968054,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
107,El Miedo,SFM1,SFM01-1-1_209.jpg,47968056,0,1.0,1.0,1.0,1.0,[1],1.0,1.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0
108,El Miedo,SFM1,SFM01-1-1_210.jpg,47968058,1,1.0,1.29,1.0,1.0,[1],1.0,17.0,22.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 5]",2.0,1.0,0.0,5.0,0.0,16.0
109,El Miedo,SFM1,SFM01-1-1_211.jpg,47968060,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
110,El Miedo,SFM1,SFM01-1-1_212.jpg,47968062,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
111,El Miedo,SFM1,SFM01-1-1_213.jpg,47968064,0,8.5,8.5,1.0,16.0,"[1, 16]",8.5,2.0,17.0,"[1, 16]",1.0,1.0,0.0,5.0,0.0,12.0
112,El Miedo,SFM1,SFM01-1-1_214.jpg,47968067,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
113,El Miedo,SFM1,SFM01-1-1_215.jpg,47968068,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
114,El Miedo,SFM1,SFM01-1-1_218.jpg,47968071,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
115,El Miedo,SFM1,SFM01-1-1_219.jpg,47968073,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
116,El Miedo,SFM1,SFM01-1-1_220.jpg,47968075,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
117,El Miedo,SFM1,SFM01-1-1_226.jpg,47968077,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
118,El Miedo,SFM1,SFM01-1-1_227.jpg,47968079,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
119,El Miedo,SFM1,SFM01-1-1_228.jpg,47968081,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
120,El Miedo,SFM1,SFM01-1-1_229.jpg,47968083,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
121,El Miedo,SFM1,SFM01-1-1_230.jpg,47968085,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
122,El Miedo,SFM1,SFM01-1-1_231.jpg,47968087,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
123,El Miedo,SFM1,SFM01-1-1_232.jpg,47968089,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
124,El Miedo,SFM1,SFM01-1-1_233.jpg,47968091,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
125,El Miedo,SFM1,SFM01-1-1_234.jpg,47968093,0,4.5,4.5,1.0,8.0,"[1, 8]",4.5,2.0,9.0,"[1, 8]",0.0,1.0,0.0,5.0,0.0,4.0
126,El Miedo,SFM1,SFM01-1-1_238.jpg,47968095,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
127,El Miedo,SFM1,SFM01-1-1_239.jpg,47968097,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
128,El Miedo,SFM1,SFM01-1-1_240.jpg,47968099,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
129,El Miedo,SFM1,SFM01-1-1_247.jpg,47968101,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
130,El Miedo,SFM1,SFM01-1-1_248.jpg,47968103,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
131,El Miedo,SFM1,SFM01-1-1_249.jpg,47968105,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
132,El Miedo,SFM1,SFM01-1-1_250.jpg,47968107,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
133,El Miedo,SFM1,SFM01-1-1_258.jpg,47968109,2,2.0,2.0,1.0,1.0,[1],1.0,7.0,14.0,"[1, 1, 1, 2, 2, 3, 4]",1.0,2.0,0.0,5.0,0.0,0.0
134,El Miedo,SFM1,SFM01-1-1_259.jpg,47968111,0,4.0,4.0,4.0,4.0,[4],4.0,1.0,4.0,[4],0.0,0.0,0.0,0.0,0.0,0.0
135,El Miedo,SFM1,SFM01-1-1_260.jpg,47968113,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
136,El Miedo,SFM1,SFM01-1-1_279.jpg,47968118,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
137,El Miedo,SFM1,SFM01-1-1_280.jpg,47968120,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
138,El Miedo,SFM1,SFM01-1-1_299.jpg,47968122,1,1.0,1.12,1.0,1.0,[1],1.0,16.0,18.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",2.0,1.0,0.0,5.0,0.0,12.0
139,El Miedo,SFM1,SFM01-1-1_300.jpg,47968124,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
140,El Miedo,SFM1,SFM01-1-1_320.jpg,47968126,0,2.0,2.0,2.0,2.0,[2],2.0,1.0,2.0,[2],0.0,0.0,0.0,0.0,0.0,0.0
141,El Miedo,SFM1,SFM01-1-1_340.jpg,47968128,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
142,El Miedo,SFM1,SFM01-1-1_360.jpg,47968129,0,1.0,1.0,1.0,1.0,[1],1.0,1.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0
143,El Miedo,SFM1,SFM01-1-1_73.jpg,47968131,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
144,El Miedo,SFM1,SFM01-1-1_74.jpg,47968133,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
145,El Miedo,SFM1,SFM01-1-1_75.jpg,47968136,0,2.0,2.0,2.0,2.0,[2],2.0,1.0,2.0,[2],0.0,0.0,0.0,0.0,0.0,0.0
146,El Miedo,SFM1,SFM01-1-1_76.jpg,47968138,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
147,El Miedo,SFM1,SFM01-1-1_77.jpg,47968140,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
148,El Miedo,SFM1,SFM01-1-1_78.jpg,47968142,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
149,El Miedo,SFM1,SFM01-1-1_79.jpg,47968143,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
150,El Miedo,SFM1,SFM01-1-1_80.jpg,47968145,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
151,El Miedo,SFM1,SFM01-1-1_91.jpg,47968147,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
152,El Miedo,SFM1,SFM01-1-1_92.jpg,47968149,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
153,El Miedo,SFM1,SFM01-1-1_93.jpg,47968150,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
154,El Miedo,SFM1,SFM01-1-1_94.jpg,47968152,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
155,El Miedo,SFM1,SFM01-1-1_95.jpg,47968154,0,1.0,1.0,1.0,1.0,[1],1.0,1.0,1.0,[1],0.0,0.0,0.0,0.0,0.0,0.0
156,El Miedo,SFM1,SFM01-1-1_96.jpg,47968156,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
157,El Miedo,SFM1,SFM01-1-1_97.jpg,47968158,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
158,El Miedo,SFM1,SFM01-1-1_98.jpg,47968160,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
159,El Miedo,SFM1,SFM01-1-1_99.jpg,47968162,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
160,El Miedo,SFM1,SFM01-1-2_100.jpg,47968164,1,1.0,1.0,1.0,1.0,[1],1.0,12.0,12.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0,0.0,5.0,0.0,7.0
161,El Miedo,SFM1,SFM01-1-2_101.jpg,47968166,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
162,El Miedo,SFM1,SFM01-1-2_102.jpg,47968168,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,
