,subspecies,island,site_name,subject_group,image_name,subject_id,presence_absence,count_male-lek,count_male-no-lek,count_others,count_partial,count_total,quality,condition,comment,median_count,mean_count,mode_count,users,sum_annotations_count,annotations_count,dbscan_count_sil,HDBSCAN_count,eps,min_cluster_size,max_cluster_size,noise_points
104,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.1-2_95.jpg,72337353,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
105,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.1-2_98.jpg,72337356,Y,0,1,0,1,1,Good,Visible,0,1.0,1.2,1.0,20.0,24.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4]",0.0,1.0,0.0,5.0,0,19.0
106,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.2-1_19.jpg,72337372,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
107,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.2-1_21.jpg,72337374,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
108,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.2-1_24.jpg,72337377,Y,0,0,0,2,0,Good,Visible,0,1.0,1.29,1.0,7.0,9.0,"[1, 1, 1, 1, 1, 1, 3]",0.0,1.0,0.0,5.0,0,4.0
109,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.2-1_36.jpg,72337389,Y,0,3,2,1,5,Good,Visible,0,5.0,4.64,4.0,22.0,102.0,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 7, 7]",4.0,4.0,0.0,5.0,0,1.0
110,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.2-2_04.jpg,72337396,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
111,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.2-2_11.jpg,72337401,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
112,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.2-2_19.jpg,72337409,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
113,A. c. venustissimus,Española,South Coast B,South Coast B,ESCB-2.2-2_31.jpg,72337421,Y,0,1,2,2,3,Good,Visible,0,3.0,2.47,3.0,15.0,37.0,"[1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 6]",4.0,3.0,0.0,5.0,0,0.0
114,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_07.jpg,72337425,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
115,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_103.jpg,72337432,Y,1,0,8,0,9,Bad,Visible,0,5.0,5.33,7.0,21.0,112.0,"[1, 1, 2, 3, 3, 3, 4, 4, 4, 5, 5, 6, 7, 7, 7, 7, 7, 7, 8, 9, 12]",7.0,8.0,0.0,5.0,0,6.0
116,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_110.jpg,72337439,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
117,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_150.jpg,72337465,Y,1,0,4,0,5,Good,Visible,0,3.0,3.45,3.0,20.0,69.0,"[1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5]",3.0,4.0,0.0,5.0,0,6.0
118,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_183.jpg,72337473,Y,0,0,1,0,1,Good,Hard,0,1.0,1.14,1.0,14.0,16.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",2.0,1.0,0.0,5.0,0,11.0
119,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_20.jpg,72337475,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
120,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_207.jpg,72337476,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
121,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_22.jpg,72337480,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
122,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_43.jpg,72337495,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
123,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_54.jpg,72337506,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
124,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_55.jpg,72337507,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
125,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_66.jpg,72337517,Y,0,1,2,0,3,Good,Visible,0,2.0,1.73,2.0,15.0,26.0,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4]",2.0,2.0,0.0,5.0,0,0.0
126,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_71.jpg,72337522,Y,0,0,1,0,1,Good,Visible,0,1.0,1.6,1.0,10.0,16.0,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 4]",0.0,1.0,0.0,5.0,0,11.0
127,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_72.jpg,72337523,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
128,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-1_78.jpg,72337529,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
129,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-2_04.jpg,72337553,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
130,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-2_08.jpg,72337557,Y,0,1,5,2,6,Good,Visible,0,4.0,4.33,5.0,21.0,91.0,"[1, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 7, 10]",4.0,4.0,0.0,5.0,0,7.0
131,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-2_21.jpg,72337565,Y,0,0,0,1,0,Good,Visible,0,1.0,1.14,1.0,7.0,8.0,"[1, 1, 1, 1, 1, 1, 2]",0.0,1.0,0.0,5.0,0,3.0
132,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-2_24.jpg,72337568,Y,1,1,4,1,6,Good,Visible,0,5.0,5.14,4.0,21.0,108.0,"[1, 1, 3, 4, 4, 4, 4, 4, 4, 5, 5, 6, 6, 6, 6, 7, 7, 7, 8, 8, 8]",5.0,6.0,0.0,5.0,0,4.0
133,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-2_30.jpg,72337571,Y,0,1,6,0,7,Good,Hard,0,3.0,3.44,4.0,9.0,31.0,"[1, 1, 2, 3, 3, 4, 4, 4, 9]",5.0,3.0,0.0,5.0,0,6.0
134,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-2_33.jpg,72337574,Y,0,0,4,2,4,Good,Visible,0,3.0,3.73,3.0,11.0,41.0,"[2, 3, 3, 3, 3, 3, 4, 4, 5, 5, 6]",3.0,4.0,0.0,5.0,0,4.0
135,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-2_40.jpg,72337581,Y,0,0,4,3,4,Good,Visible,0,5.0,4.83,7.0,12.0,58.0,"[1, 2, 3, 4, 5, 5, 5, 6, 6, 7, 7, 7]",3.0,4.0,0.0,5.0,0,4.0
136,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-2_63.jpg,72337602,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
137,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-2_65.jpg,72337604,Y,0,0,6,1,6,Good,Visible,0,7.0,6.65,7.0,20.0,133.0,"[4, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8]",7.0,7.0,0.0,5.0,0,1.0
138,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_107.jpg,72337618,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
139,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_123.jpg,72337633,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
140,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_168.jpg,72337675,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
141,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_176.jpg,72337679,Y,0,0,2,0,2,Good,Visible,0,2.0,2.0,2.0,6.0,12.0,"[1, 2, 2, 2, 2, 3]",2.0,1.0,0.0,5.0,0,7.0
142,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_177.jpg,72337680,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
143,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_226.jpg,72337711,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
144,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_40.jpg,72337721,Y,0,0,1,0,1,Bad,Hard,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
145,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_48.jpg,72337729,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
146,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_49.jpg,72337730,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
147,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_57.jpg,72337738,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
148,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_77.jpg,72337757,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
149,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_82.jpg,72337762,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
150,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_94.jpg,72337774,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
151,A. c. venustissimus,Española,South Coast F,South Coast F,ESCF01-3_97.jpg,72337777,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
152,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_105.jpg,72372992,Y,0,0,2,0,2,Bad,Hard,0,1.0,1.36,1.0,14.0,19.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3]",2.0,1.0,0.0,5.0,0,14.0
153,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_108.jpg,72372997,Y,0,1,5,1,6,Bad,Hard,0,2.0,2.52,2.0,21.0,53.0,"[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 5]",3.0,2.0,0.0,5.0,0,14.0
154,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_127.jpg,72373023,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
155,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_128.jpg,72373025,Y,0,0,0,1,0,Bad,Visible,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
156,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_129.jpg,72373027,Y,0,1,1,0,2,Bad,Visible,1 iguana only Andrea sees; concensus: 2 iguanas seen by all,1.0,1.42,1.0,12.0,17.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3]",3.0,2.0,0.0,5.0,0,0.0
157,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_140.jpg,72373039,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
158,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_143.jpg,72373044,Y,1,0,2,0,3,Good,Hard,0,2.0,2.0,3.0,9.0,18.0,"[1, 1, 1, 1, 2, 3, 3, 3, 3]",3.0,1.0,0.0,5.0,0,13.0
159,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_146.jpg,72373049,Y,0,1,1,1,2,Good,Visible,0,1.0,1.25,1.0,20.0,25.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]",2.0,1.0,0.0,5.0,0,20.0
160,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_148.jpg,72373053,Y,0,0,1,0,1,Good,Hard,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
161,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_150.jpg,72373056,Y,0,1,0,0,1,Bad,Visible,0,1.0,1.0,1.0,15.0,15.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2.0,1.0,0.0,5.0,0,10.0
162,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_160.jpg,72373074,Y,0,0,0,1,0,Good,Visible,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
163,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_172.jpg,72373086,Y,0,1,1,1,2,Good,Visible,0,2.0,1.71,2.0,21.0,36.0,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3]",2.0,2.0,0.0,5.0,0,0.0
164,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_184.jpg,72373097,Y,0,0,2,0,2,Good,Visible,0,2.0,2.0,2.0,7.0,14.0,"[1, 1, 2, 2, 2, 3, 3]",2.0,2.0,0.0,5.0,0,0.0
165,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_202.jpg,72373120,Y,0,0,1,0,1,Bad,Visible,0,1.0,1.5,1.0,14.0,21.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3]",0.0,1.0,0.0,5.0,0,16.0
166,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_214.jpg,72373126,Y,0,0,3,1,3,Good,Visible,0,3.0,2.85,3.0,20.0,57.0,"[1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5]",3.0,3.0,0.0,5.0,0,0.0
167,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_232.jpg,72373144,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
168,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_247.jpg,72373151,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
169,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_248.jpg,72373152,Y,0,0,6,1,6,Good,Visible,0,4.0,3.73,4.0,15.0,56.0,"[1, 1, 1, 2, 2, 4, 4, 4, 4, 4, 4, 5, 5, 6, 9]",6.0,4.0,0.0,5.0,0,12.0
170,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_255.jpg,72373154,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
171,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_260.jpg,72373161,Y,0,0,5,2,5,Good,Visible,0,3.0,3.31,2.0,13.0,43.0,"[1, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 5, 7]",3.0,2.0,0.0,5.0,0,2.0
172,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_261.jpg,72373163,Y,0,0,2,1,2,Good,Visible,0,1.0,1.27,1.0,11.0,14.0,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]",2.0,2.0,0.0,5.0,0,0.0
173,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_31.jpg,72373186,Y,0,1,2,0,3,Bad,Visible,Amy and Andrea think 1 potential partial is 1 whole iguana,2.0,1.91,1.0,11.0,21.0,"[1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4]",2.0,2.0,0.0,5.0,0,6.0
174,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_321.jpg,72373188,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
175,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_75.jpg,72373213,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
176,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_79.jpg,72373219,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
177,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG01_99.jpg,72373226,Y,0,0,0,1,0,Bad,Visible,0,1.0,1.46,1.0,13.0,19.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3]",2.0,1.0,0.0,5.0,0,14.0
178,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-1_13.jpg,72373241,Y,0,4,13,0,17,Good,Visible,0,11.0,11.75,11.0,20.0,235.0,"[1, 1, 2, 5, 6, 8, 9, 9, 10, 11, 11, 11, 11, 13, 14, 14, 14, 18, 31, 36]",8.0,15.0,0.0,5.0,0,42.0
179,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-1_19.jpg,72373250,Y,2,4,29,2,35,Good,Visible,Three iguanas only Andres sees; concenso 35 iguanas seen by Andres and Andrea,30.5,29.9,35.0,20.0,598.0,"[1, 14, 21, 23, 26, 28, 29, 29, 30, 30, 31, 31, 32, 35, 35, 36, 37, 39, 42, 49]",29.0,33.0,0.0,5.0,0,33.0
180,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-1_26.jpg,72373260,Y,0,1,3,0,4,Good,Visible,0,3.0,2.9,2.0,20.0,58.0,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5]",4.0,4.0,0.0,5.0,0,1.0
181,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-1_39.jpg,72373278,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
182,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-2_08.jpg,72373284,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
183,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-2_20.jpg,72373289,Y,0,0,0,1,0,Good,Visible,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
184,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-2_32.jpg,72373305,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
185,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-2_38.jpg,72373315,Y,1,0,7,2,8,Good,Visible,0,6.0,5.65,6.0,17.0,96.0,"[1, 2, 3, 4, 4, 6, 6, 6, 6, 6, 6, 7, 7, 8, 8, 8, 8]",4.0,7.0,0.0,5.0,0,12.0
186,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-2_42.jpg,72373321,Y,1,1,18,1,20,Good,Visible,0,15.0,14.84,19.0,19.0,282.0,"[4, 8, 9, 10, 11, 12, 12, 13, 14, 15, 16, 18, 18, 19, 19, 19, 21, 22, 22]",5.0,19.0,0.0,5.0,0,15.0
187,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-2_53.jpg,72373336,Y,1,0,12,0,13,Good,Hard,0,6.5,7.17,1.0,18.0,129.0,"[1, 1, 1, 2, 2, 4, 5, 5, 6, 7, 9, 10, 11, 11, 13, 13, 14, 14]",9.0,10.0,0.0,5.0,0,5.0
188,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-2_57.jpg,72373342,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
189,A. c. venustissimus,Española,South Coast G,South Coast G,ESCG02-2_63.jpg,72373348,Y,0,1,0,0,1,Good,Visible,0,1.0,1.25,1.0,16.0,20.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]",2.0,1.0,0.0,5.0,0,15.0
190,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-1_28.jpg,72337802,Y,0,2,2,0,4,Good,Visible,0,4.0,3.76,4.0,21.0,79.0,"[2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5]",4.0,4.0,0.0,5.0,0,0.0
191,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-2_122.jpg,72337813,Y,0,1,0,0,1,Bad,Visible,0,1.0,1.12,1.0,17.0,19.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",3.0,1.0,0.0,5.0,0,14.0
192,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-2_128.jpg,72337819,Y,1,0,20,2,21,Bad,Visible,0,7.0,10.89,7.0,18.0,196.0,"[1, 2, 3, 4, 5, 5, 6, 6, 7, 7, 8, 14, 15, 15, 17, 21, 27, 33]",14.0,15.0,0.0,5.0,0,16.0
193,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-2_152.jpg,72337826,Y,0,0,2,0,2,Good,Visible,0,2.0,2.14,2.0,14.0,30.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3]",2.0,2.0,0.0,5.0,0,2.0
194,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-2_180.jpg,72337834,Y,0,1,2,0,3,Bad,Hard,0,1.0,1.23,1.0,13.0,16.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]",2.0,1.0,0.0,5.0,0,11.0
195,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-2_181.jpg,72337835,Y,0,0,1,1,1,Bad,Hard,0,1.0,1.33,1.0,6.0,8.0,"[1, 1, 1, 1, 2, 2]",0.0,1.0,0.0,5.0,0,3.0
196,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-2_215.jpg,72337847,Y,0,0,1,0,1,Bad,Hard,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
197,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-2_216.jpg,72337848,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
198,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-2_248.jpg,72337854,N,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
199,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-2_370.jpg,72337871,Y,2,2,7,1,11,Bad,Visible,0,11.0,9.71,11.0,21.0,204.0,"[2, 4, 4, 7, 8, 8, 9, 9, 10, 10, 11, 11, 11, 11, 11, 11, 11, 12, 12, 13, 19]",7.0,11.0,0.0,5.0,0,12.0
200,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-3_185.jpg,72337926,Y,0,1,2,0,3,Bad,Hard,0,1.0,1.73,1.0,15.0,26.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 8]",3.0,2.0,0.0,5.0,0,0.0
201,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-3_293.jpg,72337933,Y,0,0,1,0,1,Bad,Hard,0,1.0,1.37,1.0,19.0,26.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3]",2.0,1.0,0.0,5.0,0,21.0
202,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-3_365.jpg,72337937,Y,0,0,6,0,6,Bad,Visible,0,4.0,3.62,4.0,13.0,47.0,"[1, 1, 2, 3, 3, 3, 4, 4, 4, 5, 5, 6, 6]",5.0,5.0,0.0,5.0,0,8.0
203,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-3_37.jpg,72337938,Y,1,0,8,0,9,Bad,Hard,0,4.0,4.72,4.0,18.0,85.0,"[1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 6, 6, 7, 7, 8, 9, 11]",6.0,7.0,0.0,5.0,0,5.0
204,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH01-3_71.jpg,72337953,Y,0,0,2,0,2,Good,Hard,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
205,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH02-1_112.jpg,72337968,Y,1,5,14,1,20,Good,Visible,0,18.0,17.48,20.0,21.0,367.0,"[11, 12, 14, 14, 14, 14, 16, 16, 16, 17, 18, 19, 20, 20, 20, 20, 21, 21, 21, 21, 22]",18.0,20.0,0.0,5.0,0,28.0
206,A. c. venustissimus,Española,South Coast H,South Coast H,ESCH02-1_141.jpg,72337980,Y,2,0,9,0,11,Good,Visible,0,9.0,9.64,9.0,22.0,212.0,"[5, 6, 6, 7, 8, 8, 9, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11, 11, 11, 14, 15, 15]",5.0,10.0,0.0,5.0,0,12.0
