,dbscan_count,dbscan_noise,dbscan_silouette_score,dbscan_BIC_score,image_name,eps,min_samples
26,3,1,0.8978389890640973,,ESCB-2.1-2_59.jpg,0.5,8
27,3,1,0.8978389890640973,,ESCB-2.1-2_59.jpg,0.5,10
0,1,37,,,ESCB-2.1-2_94.jpg,0.01,3
1,0,44,,,ESCB-2.1-2_94.jpg,0.01,5
2,0,44,,,ESCB-2.1-2_94.jpg,0.01,8
3,0,44,,,ESCB-2.1-2_94.jpg,0.01,10
4,3,9,0.5523761441877244,-471.64649596788473,ESCB-2.1-2_94.jpg,0.05,3
5,3,15,0.2977604325940489,-505.01081636084916,ESCB-2.1-2_94.jpg,0.05,5
6,1,27,,,ESCB-2.1-2_94.jpg,0.05,8
7,1,29,,,ESCB-2.1-2_94.jpg,0.05,10
8,3,3,0.7926172970753882,-438.6237143413749,ESCB-2.1-2_94.jpg,0.1,3
9,3,4,0.7867760517295079,-433.4967430581109,ESCB-2.1-2_94.jpg,0.1,5
10,2,10,0.8265375069029212,-440.1865906218561,ESCB-2.1-2_94.jpg,0.1,8
11,2,12,0.5542758281544723,-486.5266393043564,ESCB-2.1-2_94.jpg,0.1,10
12,3,2,0.8540794728363195,-429.52801044134776,ESCB-2.1-2_94.jpg,0.2,3
13,3,2,0.8540794728363195,-429.52801044134776,ESCB-2.1-2_94.jpg,0.2,5
14,2,9,0.884215179761712,-432.667692573493,ESCB-2.1-2_94.jpg,0.2,8
15,2,9,0.884215179761712,-432.667692573493,ESCB-2.1-2_94.jpg,0.2,10
16,3,0,0.884215179761712,-432.667692573493,ESCB-2.1-2_94.jpg,0.3,3
17,3,0,0.884215179761712,-432.667692573493,ESCB-2.1-2_94.jpg,0.3,5
18,3,1,0.7813240158640921,,ESCB-2.1-2_94.jpg,0.3,8
19,2,9,0.884215179761712,-432.667692573493,ESCB-2.1-2_94.jpg,0.3,10
20,2,0,0.9459372630270733,-490.0257696688134,ESCB-2.1-2_94.jpg,0.4,3
21,2,0,0.9459372630270733,-490.0257696688134,ESCB-2.1-2_94.jpg,0.4,5
22,2,0,0.9459372630270733,-490.0257696688134,ESCB-2.1-2_94.jpg,0.4,8
23,2,8,0.856575346133021,-454.46537937181995,ESCB-2.1-2_94.jpg,0.4,10
24,2,0,0.9459372630270733,-490.0257696688134,ESCB-2.1-2_94.jpg,0.5,3
25,2,0,0.9459372630270733,-490.0257696688134,ESCB-2.1-2_94.jpg,0.5,5
26,2,0,0.9459372630270733,-490.0257696688134,ESCB-2.1-2_94.jpg,0.5,8
27,2,0,0.9459372630270733,-490.0257696688134,ESCB-2.1-2_94.jpg,0.5,10
0,0,24,,,ESCB-2.1-2_98.jpg,0.01,3
1,0,24,,,ESCB-2.1-2_98.jpg,0.01,5
2,0,24,,,ESCB-2.1-2_98.jpg,0.01,8
3,0,24,,,ESCB-2.1-2_98.jpg,0.01,10
4,1,16,,,ESCB-2.1-2_98.jpg,0.05,3
5,1,17,,,ESCB-2.1-2_98.jpg,0.05,5
6,0,24,,,ESCB-2.1-2_98.jpg,0.05,8
7,0,24,,,ESCB-2.1-2_98.jpg,0.05,10
8,1,10,,,ESCB-2.1-2_98.jpg,0.1,3
9,1,10,,,ESCB-2.1-2_98.jpg,0.1,5
10,1,11,,,ESCB-2.1-2_98.jpg,0.1,8
11,1,14,,,ESCB-2.1-2_98.jpg,0.1,10
12,1,4,,,ESCB-2.1-2_98.jpg,0.2,3
13,1,4,,,ESCB-2.1-2_98.jpg,0.2,5
14,1,5,,,ESCB-2.1-2_98.jpg,0.2,8
15,1,6,,,ESCB-2.1-2_98.jpg,0.2,10
16,1,4,,,ESCB-2.1-2_98.jpg,0.3,3
17,1,4,,,ESCB-2.1-2_98.jpg,0.3,5
18,1,4,,,ESCB-2.1-2_98.jpg,0.3,8
19,1,4,,,ESCB-2.1-2_98.jpg,0.3,10
20,1,4,,,ESCB-2.1-2_98.jpg,0.4,3
21,1,4,,,ESCB-2.1-2_98.jpg,0.4,5
22,1,4,,,ESCB-2.1-2_98.jpg,0.4,8
23,1,4,,,ESCB-2.1-2_98.jpg,0.4,10
24,1,4,,,ESCB-2.1-2_98.jpg,0.5,3
25,1,4,,,ESCB-2.1-2_98.jpg,0.5,5
26,1,4,,,ESCB-2.1-2_98.jpg,0.5,8
27,1,4,,,ESCB-2.1-2_98.jpg,0.5,10
0,0,9,,,ESCB-2.2-1_24.jpg,0.01,3
1,0,9,,,ESCB-2.2-1_24.jpg,0.01,5
2,0,9,,,ESCB-2.2-1_24.jpg,0.01,8
3,0,9,,,ESCB-2.2-1_24.jpg,0.01,10
4,1,5,,,ESCB-2.2-1_24.jpg,0.05,3
5,0,9,,,ESCB-2.2-1_24.jpg,0.05,5
6,0,9,,,ESCB-2.2-1_24.jpg,0.05,8
7,0,9,,,ESCB-2.2-1_24.jpg,0.05,10
8,1,3,,,ESCB-2.2-1_24.jpg,0.1,3
9,1,3,,,ESCB-2.2-1_24.jpg,0.1,5
10,0,9,,,ESCB-2.2-1_24.jpg,0.1,8
11,0,9,,,ESCB-2.2-1_24.jpg,0.1,10
12,1,3,,,ESCB-2.2-1_24.jpg,0.2,3
13,1,3,,,ESCB-2.2-1_24.jpg,0.2,5
14,0,9,,,ESCB-2.2-1_24.jpg,0.2,8
15,0,9,,,ESCB-2.2-1_24.jpg,0.2,10
16,1,3,,,ESCB-2.2-1_24.jpg,0.3,3
17,1,3,,,ESCB-2.2-1_24.jpg,0.3,5
18,0,9,,,ESCB-2.2-1_24.jpg,0.3,8
19,0,9,,,ESCB-2.2-1_24.jpg,0.3,10
20,1,3,,,ESCB-2.2-1_24.jpg,0.4,3
21,1,3,,,ESCB-2.2-1_24.jpg,0.4,5
22,0,9,,,ESCB-2.2-1_24.jpg,0.4,8
23,0,9,,,ESCB-2.2-1_24.jpg,0.4,10
24,1,3,,,ESCB-2.2-1_24.jpg,0.5,3
25,1,3,,,ESCB-2.2-1_24.jpg,0.5,5
26,0,9,,,ESCB-2.2-1_24.jpg,0.5,8
27,0,9,,,ESCB-2.2-1_24.jpg,0.5,10
0,1,96,,,ESCB-2.2-1_36.jpg,0.01,3
1,0,102,,,ESCB-2.2-1_36.jpg,0.01,5
2,0,102,,,ESCB-2.2-1_36.jpg,0.01,8
3,0,102,,,ESCB-2.2-1_36.jpg,0.01,10
4,5,17,0.5984594391198178,-1233.5094239773434,ESCB-2.2-1_36.jpg,0.05,3
5,4,21,0.5818491992846464,-1247.6860816075196,ESCB-2.2-1_36.jpg,0.05,5
6,5,22,0.45521243771709224,-1252.246970190848,ESCB-2.2-1_36.jpg,0.05,8
7,4,45,0.1531052775710322,-1345.009176845294,ESCB-2.2-1_36.jpg,0.05,10
8,4,10,0.75871671318515,-1224.11882925257,ESCB-2.2-1_36.jpg,0.1,3
9,4,11,0.7448023808383244,-1224.4358027182498,ESCB-2.2-1_36.jpg,0.1,5
10,4,14,0.7003823548491448,-1228.4977465528127,ESCB-2.2-1_36.jpg,0.1,8
11,4,14,0.7003823548491448,-1228.4977465528127,ESCB-2.2-1_36.jpg,0.1,10
12,4,8,0.7840140967862405,-1224.583446238606,ESCB-2.2-1_36.jpg,0.2,3
13,4,8,0.7840140967862405,-1224.583446238606,ESCB-2.2-1_36.jpg,0.2,5
14,4,8,0.7840140967862405,-1224.583446238606,ESCB-2.2-1_36.jpg,0.2,8
15,4,8,0.7840140967862405,-1224.583446238606,ESCB-2.2-1_36.jpg,0.2,10
16,4,4,0.837409445999916,-1249.8475485513106,ESCB-2.2-1_36.jpg,0.3,3
17,4,4,0.837409445999916,-1249.8475485513106,ESCB-2.2-1_36.jpg,0.3,5
18,4,4,0.837409445999916,-1249.8475485513106,ESCB-2.2-1_36.jpg,0.3,8
19,4,4,0.837409445999916,-1249.8475485513106,ESCB-2.2-1_36.jpg,0.3,10
20,3,3,0.7838386795230876,-1352.9649091859376,ESCB-2.2-1_36.jpg,0.4,3
21,3,3,0.7838386795230876,-1352.9649091859376,ESCB-2.2-1_36.jpg,0.4,5
22,3,3,0.7838386795230876,-1352.9649091859376,ESCB-2.2-1_36.jpg,0.4,8
23,3,3,0.7838386795230876,-1352.9649091859376,ESCB-2.2-1_36.jpg,0.4,10
24,3,3,0.7838386795230876,-1352.9649091859376,ESCB-2.2-1_36.jpg,0.5,3
25,3,3,0.7838386795230876,-1352.9649091859376,ESCB-2.2-1_36.jpg,0.5,5
26,3,3,0.7838386795230876,-1352.9649091859376,ESCB-2.2-1_36.jpg,0.5,8
27,3,3,0.7838386795230876,-1352.9649091859376,ESCB-2.2-1_36.jpg,0.5,10
0,1,34,,,ESCB-2.2-2_31.jpg,0.01,3
1,0,37,,,ESCB-2.2-2_31.jpg,0.01,5
2,0,37,,,ESCB-2.2-2_31.jpg,0.01,8
3,0,37,,,ESCB-2.2-2_31.jpg,0.01,10
4,3,10,0.517418282357247,-454.51970144357546,ESCB-2.2-2_31.jpg,0.05,3
5,2,16,0.4089231939924109,-481.6692072299952,ESCB-2.2-2_31.jpg,0.05,5
6,1,24,,,ESCB-2.2-2_31.jpg,0.05,8
7,1,24,,,ESCB-2.2-2_31.jpg,0.05,10
8,4,6,0.6708028652001865,-435.3767543666911,ESCB-2.2-2_31.jpg,0.1,3
9,3,9,0.5677526183915943,-448.0413342851482,ESCB-2.2-2_31.jpg,0.1,5
10,2,15,0.4684441915813182,-475.3875510737082,ESCB-2.2-2_31.jpg,0.1,8
11,1,23,,,ESCB-2.2-2_31.jpg,0.1,10
12,4,4,0.7684436446167464,-432.92778178785295,ESCB-2.2-2_31.jpg,0.2,3
13,3,7,0.691966522591977,-443.44714978129446,ESCB-2.2-2_31.jpg,0.2,5
14,2,13,0.5797041980313526,-474.2525599258611,ESCB-2.2-2_31.jpg,0.2,8
15,1,21,,,ESCB-2.2-2_31.jpg,0.2,10
16,4,2,0.8533787347326953,-437.9552600655759,ESCB-2.2-2_31.jpg,0.3,3
17,3,5,0.7996269503599557,-448.09882095509994,ESCB-2.2-2_31.jpg,0.3,5
18,2,12,0.6358295131792622,-478.65495030076494,ESCB-2.2-2_31.jpg,0.3,8
19,1,21,,,ESCB-2.2-2_31.jpg,0.3,10
20,4,2,0.8533787347326953,-437.9552600655759,ESCB-2.2-2_31.jpg,0.4,3
21,3,5,0.7996269503599557,-448.09882095509994,ESCB-2.2-2_31.jpg,0.4,5
22,2,12,0.6358295131792622,-478.65495030076494,ESCB-2.2-2_31.jpg,0.4,8
23,1,21,,,ESCB-2.2-2_31.jpg,0.4,10
24,4,1,0.8957268763857231,,ESCB-2.2-2_31.jpg,0.5,3
25,3,4,0.8409251578921374,-457.89272659598845,ESCB-2.2-2_31.jpg,0.5,5
26,2,11,0.6930993864040328,-488.31105892878173,ESCB-2.2-2_31.jpg,0.5,8
27,2,11,0.6930993864040328,-488.31105892878173,ESCB-2.2-2_31.jpg,0.5,10
0,2,105,-0.16682915788159294,-1360.2514149998528,ESCF01-1_103.jpg,0.01,3
1,0,112,,,ESCF01-1_103.jpg,0.01,5
2,0,112,,,ESCF01-1_103.jpg,0.01,8
3,0,112,,,ESCF01-1_103.jpg,0.01,10
4,8,31,0.42502049612033643,-1095.4368106422767,ESCF01-1_103.jpg,0.05,3
5,8,34,0.3803253428022975,-1100.4306483526573,ESCF01-1_103.jpg,0.05,5
6,3,70,0.07184837932551173,-1236.7485999126409,ESCF01-1_103.jpg,0.05,8
7,3,73,0.020936310602094256,-1245.0493315344374,ESCF01-1_103.jpg,0.05,10
8,8,14,0.6788264422479232,-1058.2765132913014,ESCF01-1_103.jpg,0.1,3
9,8,14,0.6788264422479232,-1058.2765132913014,ESCF01-1_103.jpg,0.1,5
10,7,22,0.6006239278505966,-1088.3645497516588,ESCF01-1_103.jpg,0.1,8
11,5,39,0.4101471977782327,-1146.8136903514514,ESCF01-1_103.jpg,0.1,10
12,7,10,0.7557189587292756,-1066.1878886149811,ESCF01-1_103.jpg,0.2,3
13,7,10,0.7557189587292756,-1066.1878886149811,ESCF01-1_103.jpg,0.2,5
14,7,10,0.7557189587292756,-1066.1878886149811,ESCF01-1_103.jpg,0.2,8
15,5,26,0.6002310565761216,-1131.524876122926,ESCF01-1_103.jpg,0.2,10
16,7,9,0.7643177035825061,-1068.929311996373,ESCF01-1_103.jpg,0.3,3
17,7,9,0.7643177035825061,-1068.929311996373,ESCF01-1_103.jpg,0.3,5
18,7,9,0.7643177035825061,-1068.929311996373,ESCF01-1_103.jpg,0.3,8
19,5,25,0.6134432849616509,-1135.4370991994488,ESCF01-1_103.jpg,0.3,10
20,7,7,0.771731345017837,-1089.9691914856926,ESCF01-1_103.jpg,0.4,3
21,7,7,0.771731345017837,-1089.9691914856926,ESCF01-1_103.jpg,0.4,5
22,7,7,0.771731345017837,-1089.9691914856926,ESCF01-1_103.jpg,0.4,8
23,5,23,0.6245821243467595,-1159.8735550889032,ESCF01-1_103.jpg,0.4,10
24,5,6,0.5852390774926571,-1227.2637371531846,ESCF01-1_103.jpg,0.5,3
25,5,6,0.5852390774926571,-1227.2637371531846,ESCF01-1_103.jpg,0.5,5
26,5,6,0.5852390774926571,-1227.2637371531846,ESCF01-1_103.jpg,0.5,8
27,4,15,0.5438538330831192,-1263.8423722335485,ESCF01-1_103.jpg,0.5,10
0,0,69,,,ESCF01-1_150.jpg,0.01,3
1,0,69,,,ESCF01-1_150.jpg,0.01,5
2,0,69,,,ESCF01-1_150.jpg,0.01,8
3,0,69,,,ESCF01-1_150.jpg,0.01,10
4,6,23,0.24888853551770884,-687.6266102098156,ESCF01-1_150.jpg,0.05,3
5,4,36,0.046432960337021253,-724.3300525383028,ESCF01-1_150.jpg,0.05,5
6,1,59,,,ESCF01-1_150.jpg,0.05,8
7,0,69,,,ESCF01-1_150.jpg,0.05,10
8,6,16,0.4052183341461526,-676.379449004747,ESCF01-1_150.jpg,0.1,3
9,4,22,0.34735428547512187,-687.6177044387082,ESCF01-1_150.jpg,0.1,5
10,3,27,0.2821298545646237,-705.1543504877412,ESCF01-1_150.jpg,0.1,8
11,3,28,0.2571125229113161,-704.5073318957122,ESCF01-1_150.jpg,0.1,10
12,4,8,0.6504661409814064,-658.0747846683622,ESCF01-1_150.jpg,0.2,3
13,4,8,0.6504661409814064,-658.0747846683622,ESCF01-1_150.jpg,0.2,5
14,4,8,0.6504661409814064,-658.0747846683622,ESCF01-1_150.jpg,0.2,8
15,3,16,0.5068263425469088,-690.4299417723721,ESCF01-1_150.jpg,0.2,10
16,3,8,0.6849909806936939,-687.4090442452074,ESCF01-1_150.jpg,0.3,3
17,3,8,0.6849909806936939,-687.4090442452074,ESCF01-1_150.jpg,0.3,5
18,3,8,0.6849909806936939,-687.4090442452074,ESCF01-1_150.jpg,0.3,8
19,2,16,0.5479070569457238,-719.7642013492174,ESCF01-1_150.jpg,0.3,10
20,3,8,0.6849909806936939,-687.4090442452074,ESCF01-1_150.jpg,0.4,3
21,3,8,0.6849909806936939,-687.4090442452074,ESCF01-1_150.jpg,0.4,5
22,3,8,0.6849909806936939,-687.4090442452074,ESCF01-1_150.jpg,0.4,8
23,2,16,0.5479070569457238,-719.7642013492174,ESCF01-1_150.jpg,0.4,10
24,3,6,0.7070122208409566,-701.5253277970418,ESCF01-1_150.jpg,0.5,3
25,3,7,0.6981901472866736,-694.0474438159106,ESCF01-1_150.jpg,0.5,5
26,3,7,0.6981901472866736,-694.0474438159106,ESCF01-1_150.jpg,0.5,8
27,2,15,0.5636630565551393,-727.207825212285,ESCF01-1_150.jpg,0.5,10
0,0,16,,,ESCF01-1_183.jpg,0.01,3
1,0,16,,,ESCF01-1_183.jpg,0.01,5
2,0,16,,,ESCF01-1_183.jpg,0.01,8
3,0,16,,,ESCF01-1_183.jpg,0.01,10
4,0,16,,,ESCF01-1_183.jpg,0.05,3
5,0,16,,,ESCF01-1_183.jpg,0.05,5
6,0,16,,,ESCF01-1_183.jpg,0.05,8
7,0,16,,,ESCF01-1_183.jpg,0.05,10
8,1,13,,,ESCF01-1_183.jpg,0.1,3
9,0,16,,,ESCF01-1_183.jpg,0.1,5
10,0,16,,,ESCF01-1_183.jpg,0.1,8
11,0,16,,,ESCF01-1_183.jpg,0.1,10
12,2,6,0.08432796071544443,-138.98483087761429,ESCF01-1_183.jpg,0.2,3
13,1,10,,,ESCF01-1_183.jpg,0.2,5
14,0,16,,,ESCF01-1_183.jpg,0.2,8
15,0,16,,,ESCF01-1_183.jpg,0.2,10
16,1,3,,,ESCF01-1_183.jpg,0.3,3
17,1,3,,,ESCF01-1_183.jpg,0.3,5
18,0,16,,,ESCF01-1_183.jpg,0.3,8
19,0,16,,,ESCF01-1_183.jpg,0.3,10
20,1,2,,,ESCF01-1_183.jpg,0.4,3
21,1,2,,,ESCF01-1_183.jpg,0.4,5
22,1,7,,,ESCF01-1_183.jpg,0.4,8
23,0,16,,,ESCF01-1_183.jpg,0.4,10
24,1,2,,,ESCF01-1_183.jpg,0.5,3
25,1,2,,,ESCF01-1_183.jpg,0.5,5
26,1,2,,,ESCF01-1_183.jpg,0.5,8
27,1,5,,,ESCF01-1_183.jpg,0.5,10
0,0,26,,,ESCF01-1_66.jpg,0.01,3
1,0,26,,,ESCF01-1_66.jpg,0.01,5
2,0,26,,,ESCF01-1_66.jpg,0.01,8
3,0,26,,,ESCF01-1_66.jpg,0.01,10
4,2,17,-0.1836541908848298,-256.2168627067255,ESCF01-1_66.jpg,0.05,3
5,1,21,,,ESCF01-1_66.jpg,0.05,5
6,0,26,,,ESCF01-1_66.jpg,0.05,8
7,0,26,,,ESCF01-1_66.jpg,0.05,10
8,2,9,0.37017748862701505,-230.9471354193427,ESCF01-1_66.jpg,0.1,3
9,2,10,0.30266380344075716,-234.76478968850313,ESCF01-1_66.jpg,0.1,5
10,1,18,,,ESCF01-1_66.jpg,0.1,8
11,0,26,,,ESCF01-1_66.jpg,0.1,10
12,2,5,0.6355814875675179,-226.08826249479907,ESCF01-1_66.jpg,0.2,3
13,2,5,0.6355814875675179,-226.08826249479907,ESCF01-1_66.jpg,0.2,5
14,2,5,0.6355814875675179,-226.08826249479907,ESCF01-1_66.jpg,0.2,8
15,1,13,,,ESCF01-1_66.jpg,0.2,10
16,2,5,0.6355814875675179,-226.08826249479907,ESCF01-1_66.jpg,0.3,3
17,2,5,0.6355814875675179,-226.08826249479907,ESCF01-1_66.jpg,0.3,5
18,2,5,0.6355814875675179,-226.08826249479907,ESCF01-1_66.jpg,0.3,8
19,1,13,,,ESCF01-1_66.jpg,0.3,10
20,2,4,0.7115602822299395,-225.83565327465632,ESCF01-1_66.jpg,0.4,3
21,2,4,0.7115602822299395,-225.83565327465632,ESCF01-1_66.jpg,0.4,5
22,2,4,0.7115602822299395,-225.83565327465632,ESCF01-1_66.jpg,0.4,8
23,1,13,,,ESCF01-1_66.jpg,0.4,10
24,2,4,0.7115602822299395,-225.83565327465632,ESCF01-1_66.jpg,0.5,3
25,2,4,0.7115602822299395,-225.83565327465632,ESCF01-1_66.jpg,0.5,5
26,2,4,0.7115602822299395,-225.83565327465632,ESCF01-1_66.jpg,0.5,8
27,1,13,,,ESCF01-1_66.jpg,0.5,10
0,0,16,,,ESCF01-1_71.jpg,0.01,3
1,0,16,,,ESCF01-1_71.jpg,0.01,5
2,0,16,,,ESCF01-1_71.jpg,0.01,8
3,0,16,,,ESCF01-1_71.jpg,0.01,10
4,1,8,,,ESCF01-1_71.jpg,0.05,3
5,1,8,,,ESCF01-1_71.jpg,0.05,5
6,1,8,,,ESCF01-1_71.jpg,0.05,8
7,0,16,,,ESCF01-1_71.jpg,0.05,10
8,1,7,,,ESCF01-1_71.jpg,0.1,3
9,1,7,,,ESCF01-1_71.jpg,0.1,5
10,1,7,,,ESCF01-1_71.jpg,0.1,8
11,0,16,,,ESCF01-1_71.jpg,0.1,10
12,1,6,,,ESCF01-1_71.jpg,0.2,3
13,1,6,,,ESCF01-1_71.jpg,0.2,5
14,1,6,,,ESCF01-1_71.jpg,0.2,8
15,1,6,,,ESCF01-1_71.jpg,0.2,10
16,1,6,,,ESCF01-1_71.jpg,0.3,3
17,1,6,,,ESCF01-1_71.jpg,0.3,5
18,1,6,,,ESCF01-1_71.jpg,0.3,8
19,1,6,,,ESCF01-1_71.jpg,0.3,10
20,1,6,,,ESCF01-1_71.jpg,0.4,3
21,1,6,,,ESCF01-1_71.jpg,0.4,5
22,1,6,,,ESCF01-1_71.jpg,0.4,8
23,1,6,,,ESCF01-1_71.jpg,0.4,10
24,1,6,,,ESCF01-1_71.jpg,0.5,3
25,1,6,,,ESCF01-1_71.jpg,0.5,5
26,1,6,,,ESCF01-1_71.jpg,0.5,8
27,1,6,,,ESCF01-1_71.jpg,0.5,10
0,5,69,-0.39839667867292405,-1100.5800333866596,ESCF01-2_08.jpg,0.01,3
1,0,91,,,ESCF01-2_08.jpg,0.01,5
2,0,91,,,ESCF01-2_08.jpg,0.01,8
3,0,91,,,ESCF01-2_08.jpg,0.01,10
4,5,25,0.3746529798129027,-935.7263527646018,ESCF01-2_08.jpg,0.05,3
5,5,26,0.363320561120219,-937.4942882543913,ESCF01-2_08.jpg,0.05,5
6,5,32,0.25456775682393185,-954.4618051618069,ESCF01-2_08.jpg,0.05,8
7,3,55,-0.010587825218474527,-1076.531855285952,ESCF01-2_08.jpg,0.05,10
8,4,18,0.5798662527334898,-942.1219599660564,ESCF01-2_08.jpg,0.1,3
9,4,18,0.5798662527334898,-942.1219599660564,ESCF01-2_08.jpg,0.1,5
10,4,18,0.5798662527334898,-942.1219599660564,ESCF01-2_08.jpg,0.1,8
11,3,26,0.5452456641894302,-1001.7194487948282,ESCF01-2_08.jpg,0.1,10
12,4,8,0.7362899586444338,-938.1642934466632,ESCF01-2_08.jpg,0.2,3
13,4,8,0.7362899586444338,-938.1642934466632,ESCF01-2_08.jpg,0.2,5
14,4,8,0.7362899586444338,-938.1642934466632,ESCF01-2_08.jpg,0.2,8
15,3,17,0.7141512751003635,-989.6534431073477,ESCF01-2_08.jpg,0.2,10
16,4,7,0.7480685995852464,-948.3323094565588,ESCF01-2_08.jpg,0.3,3
17,4,7,0.7480685995852464,-948.3323094565588,ESCF01-2_08.jpg,0.3,5
18,4,7,0.7480685995852464,-948.3323094565588,ESCF01-2_08.jpg,0.3,8
19,3,16,0.7326374512192305,-998.7383314019561,ESCF01-2_08.jpg,0.3,10
20,3,6,0.737824247457772,-1016.9051621246257,ESCF01-2_08.jpg,0.4,3
21,3,6,0.737824247457772,-1016.9051621246257,ESCF01-2_08.jpg,0.4,5
22,3,6,0.737824247457772,-1016.9051621246257,ESCF01-2_08.jpg,0.4,8
23,3,6,0.737824247457772,-1016.9051621246257,ESCF01-2_08.jpg,0.4,10
24,3,6,0.737824247457772,-1016.9051621246257,ESCF01-2_08.jpg,0.5,3
25,3,6,0.737824247457772,-1016.9051621246257,ESCF01-2_08.jpg,0.5,5
26,3,6,0.737824247457772,-1016.9051621246257,ESCF01-2_08.jpg,0.5,8
27,3,6,0.737824247457772,-1016.9051621246257,ESCF01-2_08.jpg,0.5,10
0,0,8,,,ESCF01-2_21.jpg,0.01,3
1,0,8,,,ESCF01-2_21.jpg,0.01,5
2,0,8,,,ESCF01-2_21.jpg,0.01,8
3,0,8,,,ESCF01-2_21.jpg,0.01,10
4,1,3,,,ESCF01-2_21.jpg,0.05,3
5,1,3,,,ESCF01-2_21.jpg,0.05,5
6,0,8,,,ESCF01-2_21.jpg,0.05,8
7,0,8,,,ESCF01-2_21.jpg,0.05,10
8,1,2,,,ESCF01-2_21.jpg,0.1,3
9,1,2,,,ESCF01-2_21.jpg,0.1,5
10,0,8,,,ESCF01-2_21.jpg,0.1,8
11,0,8,,,ESCF01-2_21.jpg,0.1,10
12,1,1,,,ESCF01-2_21.jpg,0.2,3
13,1,1,,,ESCF01-2_21.jpg,0.2,5
14,0,8,,,ESCF01-2_21.jpg,0.2,8
15,0,8,,,ESCF01-2_21.jpg,0.2,10
16,1,1,,,ESCF01-2_21.jpg,0.3,3
17,1,1,,,ESCF01-2_21.jpg,0.3,5
18,0,8,,,ESCF01-2_21.jpg,0.3,8
19,0,8,,,ESCF01-2_21.jpg,0.3,10
20,1,1,,,ESCF01-2_21.jpg,0.4,3
21,1,1,,,ESCF01-2_21.jpg,0.4,5
22,0,8,,,ESCF01-2_21.jpg,0.4,8
23,0,8,,,ESCF01-2_21.jpg,0.4,10
24,1,1,,,ESCF01-2_21.jpg,0.5,3
25,1,1,,,ESCF01-2_21.jpg,0.5,5
26,0,8,,,ESCF01-2_21.jpg,0.5,8
27,0,8,,,ESCF01-2_21.jpg,0.5,10
0,2,102,-0.522849991187109,-1381.5792916938944,ESCF01-2_24.jpg,0.01,3
1,0,108,,,ESCF01-2_24.jpg,0.01,5
2,0,108,,,ESCF01-2_24.jpg,0.01,8
3,0,108,,,ESCF01-2_24.jpg,0.01,10
4,9,26,0.31689232650207305,-1126.9980706953843,ESCF01-2_24.jpg,0.05,3
5,5,49,0.11685257342700706,-1193.3844991056021,ESCF01-2_24.jpg,0.05,5
6,1,93,,,ESCF01-2_24.jpg,0.05,8
7,1,96,,,ESCF01-2_24.jpg,0.05,10
8,7,11,0.6858958760413524,-1056.658332498588,ESCF01-2_24.jpg,0.1,3
9,6,16,0.6156530605960328,-1081.7872290035316,ESCF01-2_24.jpg,0.1,5
10,5,25,0.5114223438026632,-1109.2716890521467,ESCF01-2_24.jpg,0.1,8
11,5,30,0.4288002393532085,-1129.0760379732026,ESCF01-2_24.jpg,0.1,10
12,6,6,0.6874325544912516,-1072.2744579190778,ESCF01-2_24.jpg,0.2,3
13,6,6,0.6874325544912516,-1072.2744579190778,ESCF01-2_24.jpg,0.2,5
14,5,11,0.693130576163351,-1095.3077924656739,ESCF01-2_24.jpg,0.2,8
15,5,11,0.693130576163351,-1095.3077924656739,ESCF01-2_24.jpg,0.2,10
16,5,3,0.7851229200202945,-1097.8750651189077,ESCF01-2_24.jpg,0.3,3
17,5,4,0.7775431713952322,-1094.4767651814996,ESCF01-2_24.jpg,0.3,5
18,5,8,0.7254193564633918,-1113.8593604138034,ESCF01-2_24.jpg,0.3,8
19,5,8,0.7254193564633918,-1113.8593604138034,ESCF01-2_24.jpg,0.3,10
20,4,2,0.7247176672682282,-1155.9562493702263,ESCF01-2_24.jpg,0.4,3
21,4,2,0.7247176672682282,-1155.9562493702263,ESCF01-2_24.jpg,0.4,5
22,4,2,0.7247176672682282,-1155.9562493702263,ESCF01-2_24.jpg,0.4,8
23,4,2,0.7247176672682282,-1155.9562493702263,ESCF01-2_24.jpg,0.4,10
24,4,2,0.7247176672682282,-1155.9562493702263,ESCF01-2_24.jpg,0.5,3
25,4,2,0.7247176672682282,-1155.9562493702263,ESCF01-2_24.jpg,0.5,5
26,4,2,0.7247176672682282,-1155.9562493702263,ESCF01-2_24.jpg,0.5,8
27,4,2,0.7247176672682282,-1155.9562493702263,ESCF01-2_24.jpg,0.5,10
0,0,31,,,ESCF01-2_30.jpg,0.01,3
1,0,31,,,ESCF01-2_30.jpg,0.01,5
2,0,31,,,ESCF01-2_30.jpg,0.01,8
3,0,31,,,ESCF01-2_30.jpg,0.01,10
4,3,12,0.42738124662238386,-328.2486856098037,ESCF01-2_30.jpg,0.05,3
5,2,17,0.21318827598364562,-348.2160818971265,ESCF01-2_30.jpg,0.05,5
6,0,31,,,ESCF01-2_30.jpg,0.05,8
7,0,31,,,ESCF01-2_30.jpg,0.05,10
8,4,7,0.6811256562620048,-314.32016007398107,ESCF01-2_30.jpg,0.1,3
9,3,10,0.5448580109399691,-323.80271325467766,ESCF01-2_30.jpg,0.1,5
10,1,22,,,ESCF01-2_30.jpg,0.1,8
11,0,31,,,ESCF01-2_30.jpg,0.1,10
